accepted_correct,accepted_false,accepted_known,accepted_total,accepted_unknown,all_accepted_coverage,appearance_threshold,eligible_source_tracklets,ground_truth_use,known_link_coverage,known_link_error_rate,known_link_precision,method,protocol,scope,tracker
1902,381,2283,2283,0,0.3381721226484965,0.1,6751,post-hoc edge labels only; grid is descriptive and not selected,0.3381721226484965,0.16688567674113008,0.8331143232588699,com3d_reciprocal_guard,oracle_aabb,all_sequences,ocsort
1895,556,2451,2451,0,0.3630573248407643,0.15,6751,post-hoc edge labels only; grid is descriptive and not selected,0.3630573248407643,0.22684618523051817,0.7731538147694819,com3d_reciprocal_guard,oracle_aabb,all_sequences,ocsort
1824,701,2525,2525,0,0.3740186639016442,0.2,6751,post-hoc edge labels only; grid is descriptive and not selected,0.3740186639016442,0.27762376237623765,0.7223762376237624,com3d_reciprocal_guard,oracle_aabb,all_sequences,ocsort
1750,807,2557,2557,0,0.37875870241445714,0.25,6751,post-hoc edge labels only; grid is descriptive and not selected,0.37875870241445714,0.315604223699648,0.684395776300352,com3d_reciprocal_guard,oracle_aabb,all_sequences,ocsort
1661,899,2560,2560,0,0.3792030810250333,0.3,6751,post-hoc edge labels only; grid is descriptive and not selected,0.3792030810250333,0.351171875,0.648828125,com3d_reciprocal_guard,oracle_aabb,all_sequences,ocsort
1466,169,1635,1635,0,0.24218634276403495,0.05,6751,post-hoc edge labels only; grid is descriptive and not selected,0.24218634276403495,0.10336391437308869,0.8966360856269113,controlled_cost_reciprocal,oracle_aabb,all_sequences,ocsort
2038,332,2370,2370,0,0.35105910235520665,0.1,6751,post-hoc edge labels only; grid is descriptive and not selected,0.35105910235520665,0.140084388185654,0.859915611814346,controlled_cost_reciprocal,oracle_aabb,all_sequences,ocsort
2182,437,2619,2619,0,0.38794252703303217,0.15,6751,post-hoc edge labels only; grid is descriptive and not selected,0.38794252703303217,0.16685757922871325,0.8331424207712868,controlled_cost_reciprocal,oracle_aabb,all_sequences,ocsort
2220,508,2728,2728,0,0.4040882832173011,0.2,6751,post-hoc edge labels only; grid is descriptive and not selected,0.4040882832173011,0.18621700879765396,0.8137829912023461,controlled_cost_reciprocal,oracle_aabb,all_sequences,ocsort
2237,563,2800,2800,0,0.4147533698711302,0.25,6751,post-hoc edge labels only; grid is descriptive and not selected,0.4147533698711302,0.20107142857142857,0.7989285714285714,controlled_cost_reciprocal,oracle_aabb,all_sequences,ocsort
2239,602,2841,2841,0,0.4208265442156717,0.3,6751,post-hoc edge labels only; grid is descriptive and not selected,0.4208265442156717,0.21189721928898275,0.7881027807110172,controlled_cost_reciprocal,oracle_aabb,all_sequences,ocsort
1617,214,1831,1831,0,0.27121907865501405,0.05,6751,post-hoc edge labels only; grid is descriptive and not selected,0.27121907865501405,0.11687602403058438,0.8831239759694156,geometry_reid_greedy_guard,oracle_aabb,all_sequences,ocsort
2263,439,2702,2702,0,0.40023700192564066,0.1,6751,post-hoc edge labels only; grid is descriptive and not selected,0.40023700192564066,0.1624722427831236,0.8375277572168763,geometry_reid_greedy_guard,oracle_aabb,all_sequences,ocsort
2455,602,3057,3057,0,0.45282180417715895,0.15,6751,post-hoc edge labels only; grid is descriptive and not selected,0.45282180417715895,0.19692508995747465,0.8030749100425254,geometry_reid_greedy_guard,oracle_aabb,all_sequences,ocsort
2507,723,3230,3230,0,0.47844763738705376,0.2,6751,post-hoc edge labels only; grid is descriptive and not selected,0.47844763738705376,0.2238390092879257,0.7761609907120743,geometry_reid_greedy_guard,oracle_aabb,all_sequences,ocsort
2533,811,3344,3344,0,0.49533402458894976,0.25,6751,post-hoc edge labels only; grid is descriptive and not selected,0.49533402458894976,0.24252392344497609,0.7574760765550239,geometry_reid_greedy_guard,oracle_aabb,all_sequences,ocsort
2541,883,3424,3424,0,0.5071841208709821,0.3,6751,post-hoc edge labels only; grid is descriptive and not selected,0.5071841208709821,0.2578855140186916,0.7421144859813084,geometry_reid_greedy_guard,oracle_aabb,all_sequences,ocsort
1524,212,1736,1736,0,0.2571470893201007,0.05,6751,post-hoc edge labels only; grid is descriptive and not selected,0.2571470893201007,0.12211981566820276,0.8778801843317973,geometry_reid_hungarian,oracle_aabb,all_sequences,ocsort
2181,424,2605,2605,0,0.3858687601836765,0.1,6751,post-hoc edge labels only; grid is descriptive and not selected,0.3858687601836765,0.16276391554702496,0.837236084452975,geometry_reid_hungarian,oracle_aabb,all_sequences,ocsort
2379,581,2960,2960,0,0.4384535624351948,0.15,6751,post-hoc edge labels only; grid is descriptive and not selected,0.4384535624351948,0.19628378378378378,0.8037162162162163,geometry_reid_hungarian,oracle_aabb,all_sequences,ocsort
2448,704,3152,3152,0,0.4668937935120723,0.2,6751,post-hoc edge labels only; grid is descriptive and not selected,0.4668937935120723,0.2233502538071066,0.7766497461928934,geometry_reid_hungarian,oracle_aabb,all_sequences,ocsort
2472,795,3267,3267,0,0.4839283069174937,0.25,6751,post-hoc edge labels only; grid is descriptive and not selected,0.4839283069174937,0.2433425160697888,0.7566574839302111,geometry_reid_hungarian,oracle_aabb,all_sequences,ocsort
2489,856,3345,3345,0,0.4954821507924752,0.3,6751,post-hoc edge labels only; grid is descriptive and not selected,0.4954821507924752,0.25590433482810165,0.7440956651718984,geometry_reid_hungarian,oracle_aabb,all_sequences,ocsort
