dataset,split,protocol,data_role,input,sequence,tracker,method,internal_method,parent_method,IDF1,delta_IDF1_vs_None,delta_IDF1_vs_parent,AssA,delta_AssA_vs_None,delta_AssA_vs_parent,IDSW,delta_IDSW_vs_None,delta_IDSW_vs_parent
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-4,bytetrack,None,no_refinement,None,8.71165644171779,0.0,0.0,7.461988565625754,0.0,0.0,360,0,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-4,bytetrack,v1,ace_v1,None,10.797546012269938,2.0858895705521476,2.0858895705521476,8.266916579992214,0.8049280143664603,0.8049280143664603,299,-61,-61
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-4,bytetrack,H,cost_h,None,12.392638036809817,3.6809815950920264,3.6809815950920264,9.220220715975385,1.758232150349631,1.758232150349631,282,-78,-78
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-4,bytetrack,H+V,cost_h_full_reassign,H,12.024539877300613,3.3128834355828225,-0.3680981595092039,9.246337455745191,1.7843488901194373,0.02611673976980633,286,-74,4
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-4,bytetrack,P-G,path_g,None,12.392638036809817,3.6809815950920264,3.6809815950920264,9.045452747023111,1.583464181397357,1.583464181397357,281,-79,-79
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-4,bytetrack,P-G+V,path_g_full_reassign,P-G,12.024539877300613,3.3128834355828225,-0.3680981595092039,9.246337455745191,1.7843488901194373,0.20088470872208042,286,-74,5
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-4,deepocsort,None,no_refinement,None,94.7940074906367,0.0,0.0,92.38331693439366,0.0,0.0,6,0,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-4,deepocsort,v1,ace_v1,None,94.7940074906367,0.0,0.0,92.25628421123032,-0.1270327231633388,-0.1270327231633388,6,0,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-4,deepocsort,H,cost_h,None,95.6179775280899,0.8239700374531935,0.8239700374531935,93.4057576805705,1.0224407461768408,1.0224407461768408,3,-3,-3
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-4,deepocsort,H+V,cost_h_full_reassign,H,95.6179775280899,0.8239700374531935,0.0,93.4057576805705,1.0224407461768408,0.0,3,-3,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-4,deepocsort,P-G,path_g,None,95.6179775280899,0.8239700374531935,0.8239700374531935,93.4057576805705,1.0224407461768408,1.0224407461768408,3,-3,-3
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-4,deepocsort,P-G+V,path_g_full_reassign,P-G,95.6179775280899,0.8239700374531935,0.0,93.4057576805705,1.0224407461768408,0.0,3,-3,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-4,ocsort,None,no_refinement,None,6.125166444740346,0.0,0.0,10.713981590307684,0.0,0.0,156,0,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-4,ocsort,v1,ace_v1,None,11.717709720372836,5.59254327563249,5.59254327563249,16.992348241924564,6.27836665161688,6.27836665161688,71,-85,-85
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-4,ocsort,H,cost_h,None,13.648468708388814,7.523302263648468,7.523302263648468,20.94096823435182,10.226986644044137,10.226986644044137,46,-110,-110
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-4,ocsort,H+V,cost_h_full_reassign,H,13.182423435419441,7.057256990679095,-0.4660452729693727,19.945836421207407,9.231854830899723,-0.9951318131444147,55,-101,9
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-4,ocsort,P-G,path_g,None,13.648468708388814,7.523302263648468,7.523302263648468,20.71987495667668,10.005893366368996,10.005893366368996,48,-108,-108
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-4,ocsort,P-G+V,path_g_full_reassign,P-G,13.182423435419441,7.057256990679095,-0.4660452729693727,19.945836421207407,9.231854830899723,-0.7740385354692734,55,-101,7
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-5,bytetrack,None,no_refinement,None,65.71759642443304,0.0,0.0,61.48779482852657,0.0,0.0,183,0,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-5,bytetrack,v1,ace_v1,None,74.09369309716935,8.37609667273631,8.37609667273631,70.65633777063202,9.168542942105454,9.168542942105454,125,-58,-58
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-5,bytetrack,H,cost_h,None,74.45787121337527,8.74027478894223,8.74027478894223,71.36088250295319,9.873087674426621,9.873087674426621,116,-67,-67
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-5,bytetrack,H+V,cost_h_full_reassign,H,74.35854990895547,8.640953484522427,-0.09932130441980291,71.32654612175756,9.838751293230992,-0.03433638119562943,122,-61,6
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-5,bytetrack,P-G,path_g,None,74.49097831484853,8.773381890415493,8.773381890415493,71.35775801333074,9.86996318480417,9.86996318480417,118,-65,-65
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-5,bytetrack,P-G+V,path_g_full_reassign,P-G,74.35854990895547,8.640953484522427,-0.13242840589306581,71.32654612175756,9.838751293230992,-0.03121189157317872,122,-61,4
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-5,deepocsort,None,no_refinement,None,84.48327809581198,0.0,0.0,84.31495659549567,0.0,0.0,43,0,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-5,deepocsort,v1,ace_v1,None,88.64115697499247,4.157878879180487,4.157878879180487,88.78818441859003,4.473227823094362,4.473227823094362,28,-15,-15
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-5,deepocsort,H,cost_h,None,88.85206387466104,4.368785778849059,4.368785778849059,89.1805347298345,4.865578134338833,4.865578134338833,25,-18,-18
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-5,deepocsort,H+V,cost_h_full_reassign,H,87.70714070503163,3.223862609219651,-1.1449231696294078,87.6318833536466,3.3169267581509274,-1.5486513761879053,27,-16,2
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-5,deepocsort,P-G,path_g,None,88.85206387466104,4.368785778849059,4.368785778849059,89.1805347298345,4.865578134338833,4.865578134338833,25,-18,-18
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-5,deepocsort,P-G+V,path_g_full_reassign,P-G,87.70714070503163,3.223862609219651,-1.1449231696294078,87.6318833536466,3.3169267581509274,-1.5486513761879053,27,-16,2
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-5,ocsort,None,no_refinement,None,58.20422535211267,0.0,0.0,62.9176786861296,0.0,0.0,61,0,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-5,ocsort,v1,ace_v1,None,68.16901408450704,9.964788732394368,9.964788732394368,77.49447172724366,14.576793041114065,14.576793041114065,41,-20,-20
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-5,ocsort,H,cost_h,None,68.16901408450704,9.964788732394368,9.964788732394368,77.24260028511783,14.324921598988233,14.324921598988233,35,-26,-26
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-5,ocsort,H+V,cost_h_full_reassign,H,68.09859154929578,9.894366197183103,-0.0704225352112644,77.2287666159699,14.311087929840305,-0.013833669147928163,38,-23,3
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-5,ocsort,P-G,path_g,None,68.16901408450704,9.964788732394368,9.964788732394368,77.24260028511783,14.324921598988233,14.324921598988233,35,-26,-26
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data40-5,ocsort,P-G+V,path_g_full_reassign,P-G,68.09859154929578,9.894366197183103,-0.0704225352112644,77.2287666159699,14.311087929840305,-0.013833669147928163,38,-23,3
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data41-1,bytetrack,None,no_refinement,None,49.21259842519685,0.0,0.0,47.70763201000664,0.0,0.0,15,0,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data41-1,bytetrack,v1,ace_v1,None,50.39370078740157,1.1811023622047188,1.1811023622047188,49.9259943603308,2.2183623503241563,2.2183623503241563,14,-1,-1
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data41-1,bytetrack,H,cost_h,None,50.39370078740157,1.1811023622047188,1.1811023622047188,49.9259943603308,2.2183623503241563,2.2183623503241563,14,-1,-1
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data41-1,bytetrack,H+V,cost_h_full_reassign,H,50.39370078740157,1.1811023622047188,0.0,49.9259943603308,2.2183623503241563,0.0,14,-1,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data41-1,bytetrack,P-G,path_g,None,50.39370078740157,1.1811023622047188,1.1811023622047188,49.9259943603308,2.2183623503241563,2.2183623503241563,14,-1,-1
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data41-1,bytetrack,P-G+V,path_g_full_reassign,P-G,50.39370078740157,1.1811023622047188,0.0,49.9259943603308,2.2183623503241563,0.0,14,-1,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data41-1,deepocsort,None,no_refinement,None,50.8,0.0,0.0,78.93686729281407,0.0,0.0,10,0,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data41-1,deepocsort,v1,ace_v1,None,54.400000000000006,3.6000000000000085,3.6000000000000085,81.99194360336483,3.05507631055076,3.05507631055076,1,-9,-9
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data41-1,deepocsort,H,cost_h,None,54.400000000000006,3.6000000000000085,3.6000000000000085,81.99194360336483,3.05507631055076,3.05507631055076,1,-9,-9
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data41-1,deepocsort,H+V,cost_h_full_reassign,H,54.400000000000006,3.6000000000000085,0.0,81.99194360336483,3.05507631055076,0.0,1,-9,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data41-1,deepocsort,P-G,path_g,None,54.400000000000006,3.6000000000000085,3.6000000000000085,81.99194360336483,3.05507631055076,3.05507631055076,1,-9,-9
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data41-1,deepocsort,P-G+V,path_g_full_reassign,P-G,54.400000000000006,3.6000000000000085,0.0,81.99194360336483,3.05507631055076,0.0,1,-9,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data41-1,ocsort,None,no_refinement,None,36.09341825902335,0.0,0.0,49.27250799309622,0.0,0.0,16,0,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data41-1,ocsort,v1,ace_v1,None,39.490445859872615,3.3970276008492633,3.3970276008492633,51.916600622324836,2.6440926292286164,2.6440926292286164,6,-10,-10
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data41-1,ocsort,H,cost_h,None,39.490445859872615,3.3970276008492633,3.3970276008492633,52.97130278993023,3.698794796834008,3.698794796834008,6,-10,-10
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data41-1,ocsort,H+V,cost_h_full_reassign,H,40.76433121019109,4.670912951167736,1.2738853503184728,54.0295038481313,4.756995855035079,1.058201058201071,6,-10,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data41-1,ocsort,P-G,path_g,None,39.490445859872615,3.3970276008492633,3.3970276008492633,52.97130278993023,3.698794796834008,3.698794796834008,6,-10,-10
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data41-1,ocsort,P-G+V,path_g_full_reassign,P-G,40.76433121019109,4.670912951167736,1.2738853503184728,54.0295038481313,4.756995855035079,1.058201058201071,6,-10,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-1,bytetrack,None,no_refinement,None,67.27144618636603,0.0,0.0,58.979639556753185,0.0,0.0,326,0,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-1,bytetrack,v1,ace_v1,None,68.62779637132289,1.3563501849568524,1.3563501849568524,60.27236975189116,1.2927301951379775,1.2927301951379775,280,-46,-46
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-1,bytetrack,H,cost_h,None,69.06816980799718,1.7967236216311449,1.7967236216311449,60.42393333486415,1.4442937781109677,1.4442937781109677,269,-57,-57
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-1,bytetrack,H+V,cost_h_full_reassign,H,69.03293993306325,1.7614937466972123,-0.03522987493393259,60.40862485709534,1.4289853003421555,-0.015308477768812168,270,-56,1
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-1,bytetrack,P-G,path_g,None,69.06816980799718,1.7967236216311449,1.7967236216311449,60.42174186174086,1.442102304987678,1.442102304987678,265,-61,-61
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-1,bytetrack,P-G+V,path_g_full_reassign,P-G,69.03293993306325,1.7614937466972123,-0.03522987493393259,60.40862485709534,1.4289853003421555,-0.013117004645522456,270,-56,5
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-1,deepocsort,None,no_refinement,None,67.61042917301317,0.0,0.0,67.2884385347192,0.0,0.0,144,0,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-1,deepocsort,v1,ace_v1,None,67.55667054923394,-0.05375862377923113,-0.05375862377923113,67.4610830061286,0.17264447140939865,0.17264447140939865,115,-29,-29
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-1,deepocsort,H,cost_h,None,69.93996953677986,2.3295403637666823,2.3295403637666823,69.80117536779052,2.5127368330713153,2.5127368330713153,103,-41,-41
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-1,deepocsort,H+V,cost_h_full_reassign,H,69.11567063883165,1.5052414658184716,-0.8242988979482107,68.72593013406038,1.4374915993411719,-1.0752452337301435,108,-36,5
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-1,deepocsort,P-G,path_g,None,69.93996953677986,2.3295403637666823,2.3295403637666823,69.80117536779052,2.5127368330713153,2.5127368330713153,103,-41,-41
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-1,deepocsort,P-G+V,path_g_full_reassign,P-G,69.11567063883165,1.5052414658184716,-0.8242988979482107,68.72593013406038,1.4374915993411719,-1.0752452337301435,108,-36,5
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-1,ocsort,None,no_refinement,None,58.75490102323803,0.0,0.0,59.02664714467226,0.0,0.0,180,0,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-1,ocsort,v1,ace_v1,None,60.38060629243569,1.6257052691976597,1.6257052691976597,60.708619687345134,1.6819725426728738,1.6819725426728738,138,-42,-42
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-1,ocsort,H,cost_h,None,61.24127378789328,2.4863727646552505,2.4863727646552505,62.15751046428978,3.130863319617518,3.130863319617518,131,-49,-49
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-1,ocsort,H+V,cost_h_full_reassign,H,61.16477001051926,2.4098689872812358,-0.0765037773740147,62.15789135212199,3.1312442074497326,0.0003808878322146825,134,-46,3
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-1,ocsort,P-G,path_g,None,61.24127378789328,2.4863727646552505,2.4863727646552505,62.15751046428978,3.130863319617518,3.130863319617518,131,-49,-49
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-1,ocsort,P-G+V,path_g_full_reassign,P-G,61.16477001051926,2.4098689872812358,-0.0765037773740147,62.15789135212199,3.1312442074497326,0.0003808878322146825,134,-46,3
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-2,bytetrack,None,no_refinement,None,54.779169413315756,0.0,0.0,60.640796369196806,0.0,0.0,100,0,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-2,bytetrack,v1,ace_v1,None,56.03164139749506,1.2524719841793015,1.2524719841793015,61.42899866981267,0.7882023006158647,0.7882023006158647,73,-27,-27
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-2,bytetrack,H,cost_h,None,56.163480553724455,1.3843111404086983,1.3843111404086983,61.438475506143156,0.7976791369463498,0.7976791369463498,69,-31,-31
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-2,bytetrack,H+V,cost_h_full_reassign,H,56.09756097560976,1.3183915622940034,-0.06591957811469484,61.42304269138674,0.7822463221899341,-0.01543281475641578,71,-29,2
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-2,bytetrack,P-G,path_g,None,56.163480553724455,1.3843111404086983,1.3843111404086983,61.4386411735894,0.7978448043925965,0.7978448043925965,69,-31,-31
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-2,bytetrack,P-G+V,path_g_full_reassign,P-G,56.09756097560976,1.3183915622940034,-0.06591957811469484,61.42304269138674,0.7822463221899341,-0.015598482202662467,71,-29,2
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-2,deepocsort,None,no_refinement,None,74.14225941422595,0.0,0.0,69.71248578867933,0.0,0.0,56,0,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-2,deepocsort,v1,ace_v1,None,78.04741980474198,3.9051603905160306,3.9051603905160306,73.62871679443046,3.916231005751129,3.916231005751129,34,-22,-22
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-2,deepocsort,H,cost_h,None,79.442119944212,5.299860529986049,5.299860529986049,75.50605894810592,5.793573159426586,5.793573159426586,30,-26,-26
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-2,deepocsort,H+V,cost_h_full_reassign,H,78.54951185495118,4.40725244072523,-0.8926080892608184,74.84374044725787,5.131254658578541,-0.6623185008480448,32,-24,2
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-2,deepocsort,P-G,path_g,None,79.442119944212,5.299860529986049,5.299860529986049,75.50605894810592,5.793573159426586,5.793573159426586,30,-26,-26
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-2,deepocsort,P-G+V,path_g_full_reassign,P-G,78.54951185495118,4.40725244072523,-0.8926080892608184,74.84374044725787,5.131254658578541,-0.6623185008480448,32,-24,2
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-2,ocsort,None,no_refinement,None,48.21491693177801,0.0,0.0,68.37057900143752,0.0,0.0,57,0,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-2,ocsort,v1,ace_v1,None,50.47720042417816,2.262283492400144,2.262283492400144,68.69713506315149,0.32655606171397267,0.32655606171397267,27,-30,-30
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-2,ocsort,H,cost_h,None,50.75998586072817,2.5450689289501582,2.5450689289501582,69.13922322055716,0.7686442191196363,0.7686442191196363,23,-34,-34
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-2,ocsort,H+V,cost_h_full_reassign,H,50.75998586072817,2.5450689289501582,0.0,69.13922322055716,0.7686442191196363,0.0,23,-34,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-2,ocsort,P-G,path_g,None,50.75998586072817,2.5450689289501582,2.5450689289501582,69.13922322055716,0.7686442191196363,0.7686442191196363,23,-34,-34
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-2,ocsort,P-G+V,path_g_full_reassign,P-G,50.75998586072817,2.5450689289501582,0.0,69.13922322055716,0.7686442191196363,0.0,23,-34,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-3,bytetrack,None,no_refinement,None,75.50615323541088,0.0,0.0,59.032126035626185,0.0,0.0,115,0,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-3,bytetrack,v1,ace_v1,None,76.45891226677253,0.9527590313616514,0.9527590313616514,59.62559851894401,0.5934724833178251,0.5934724833178251,113,-2,-2
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-3,bytetrack,H,cost_h,None,76.77649861055976,1.270345375148878,1.270345375148878,59.722778252752754,0.6906522171265692,0.6906522171265692,108,-7,-7
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-3,bytetrack,H+V,cost_h_full_reassign,H,76.61770543866614,1.1115522032552576,-0.1587931718936204,59.69454059577489,0.6624145601487044,-0.028237656977864845,109,-6,1
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-3,bytetrack,P-G,path_g,None,76.85589519650655,1.349741961095674,1.349741961095674,59.771146371233364,0.7390203356071794,0.7390203356071794,108,-7,-7
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-3,bytetrack,P-G+V,path_g_full_reassign,P-G,76.61770543866614,1.1115522032552576,-0.2381897578404164,59.68705969114099,0.6549336555148031,-0.0840866800923763,108,-7,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-3,deepocsort,None,no_refinement,None,96.171875,0.0,0.0,97.07587985658247,0.0,0.0,8,0,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-3,deepocsort,v1,ace_v1,None,96.953125,0.78125,0.78125,97.83964078877048,0.7637609321880063,0.7637609321880063,1,-7,-7
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-3,deepocsort,H,cost_h,None,96.953125,0.78125,0.78125,97.83964078877048,0.7637609321880063,0.7637609321880063,1,-7,-7
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-3,deepocsort,H+V,cost_h_full_reassign,H,96.953125,0.78125,0.0,97.83964078877048,0.7637609321880063,0.0,1,-7,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-3,deepocsort,P-G,path_g,None,96.953125,0.78125,0.78125,97.83964078877048,0.7637609321880063,0.7637609321880063,1,-7,-7
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-3,deepocsort,P-G+V,path_g_full_reassign,P-G,96.953125,0.78125,0.0,97.83964078877048,0.7637609321880063,0.0,1,-7,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-3,ocsort,None,no_refinement,None,74.9265014699706,0.0,0.0,67.53843746839166,0.0,0.0,72,0,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-3,ocsort,v1,ace_v1,None,77.36245275094498,2.435951280974379,2.435951280974379,69.47375762385334,1.9353201554616817,1.9353201554616817,49,-23,-23
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-3,ocsort,H,cost_h,None,78.37043259134818,3.443931121377574,3.443931121377574,69.68647179624182,2.148034327850155,2.148034327850155,39,-33,-33
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-3,ocsort,H+V,cost_h_full_reassign,H,77.95044099118019,3.0239395212095843,-0.41999160016798953,69.59399903804254,2.0555615696508767,-0.09247275819927836,41,-31,2
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-3,ocsort,P-G,path_g,None,78.03443931121377,3.107937841243171,3.107937841243171,69.61825322188928,2.0798157534976127,2.0798157534976127,41,-31,-31
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data42-3,ocsort,P-G+V,path_g_full_reassign,P-G,77.95044099118019,3.0239395212095843,-0.08399832003358654,69.59399903804254,2.0555615696508767,-0.024254183846736055,41,-31,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data46-11,bytetrack,None,no_refinement,None,55.6466236309567,0.0,0.0,37.58549515628597,0.0,0.0,751,0,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data46-11,bytetrack,v1,ace_v1,None,60.83992166533692,5.19329803438022,5.19329803438022,41.87806366192832,4.29256850564235,4.29256850564235,636,-115,-115
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data46-11,bytetrack,H,cost_h,None,63.08841662435628,7.441792993399581,7.441792993399581,43.23539793673083,5.6499027804448545,5.6499027804448545,603,-148,-148
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data46-11,bytetrack,H+V,cost_h_full_reassign,H,61.94240951621093,6.295785885254233,-1.1460071081453478,42.77665521698471,5.191160060698735,-0.4587427197461196,605,-146,2
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data46-11,bytetrack,P-G,path_g,None,62.07296728802495,6.4263436570682515,6.4263436570682515,42.61856991972758,5.033074763441604,5.033074763441604,598,-153,-153
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data46-11,bytetrack,P-G+V,path_g_full_reassign,P-G,61.46369768622616,5.817074055269465,-0.6092696017987862,42.34986416816344,4.76436901187747,-0.26870575156413423,609,-142,11
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data46-11,deepocsort,None,no_refinement,None,94.97349171196564,0.0,0.0,93.94391506586915,0.0,0.0,27,0,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data46-11,deepocsort,v1,ace_v1,None,95.38957116972016,0.4160794577545204,0.4160794577545204,94.27766613597171,0.333751070102565,0.333751070102565,22,-5,-5
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data46-11,deepocsort,H,cost_h,None,95.44325884168848,0.4697671297228396,0.4697671297228396,94.41622677458746,0.4723117087183084,0.4723117087183084,21,-6,-6
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data46-11,deepocsort,H+V,cost_h_full_reassign,H,95.38957116972016,0.4160794577545204,-0.05368767196831925,94.31549242645646,0.3715773605873096,-0.1007343481309988,22,-5,1
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data46-11,deepocsort,P-G,path_g,None,95.44325884168848,0.4697671297228396,0.4697671297228396,94.41622677458746,0.4723117087183084,0.4723117087183084,21,-6,-6
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data46-11,deepocsort,P-G+V,path_g_full_reassign,P-G,95.38957116972016,0.4160794577545204,-0.05368767196831925,94.31549242645646,0.3715773605873096,-0.1007343481309988,22,-5,1
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data46-11,ocsort,None,no_refinement,None,52.82568953183372,0.0,0.0,40.63041321832863,0.0,0.0,422,0,0
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data46-11,ocsort,v1,ace_v1,None,58.08759240123996,5.261902869406242,5.261902869406242,46.773456848350186,6.143043630021559,6.143043630021559,311,-111,-111
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data46-11,ocsort,H,cost_h,None,60.853668229870436,8.02797869803672,8.02797869803672,49.91932690804548,9.28891368971685,9.28891368971685,252,-170,-170
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data46-11,ocsort,H+V,cost_h_full_reassign,H,60.26547969159844,7.439790159764726,-0.5881885382719929,49.41908124084412,8.788668022515495,-0.5002456672013551,257,-165,5
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data46-11,ocsort,P-G,path_g,None,60.94905015499563,8.123360623161915,8.123360623161915,49.997458559574994,9.367045341246367,9.367045341246367,256,-166,-166
MMOT,test,oracle_aabb,exposed exploratory retest,oracle AABB,data46-11,ocsort,P-G+V,path_g_full_reassign,P-G,60.50393450441142,7.678244972577701,-0.44511565058421354,49.664666015314225,9.034252796985598,-0.3327925442607693,261,-161,5
