protocol,family,sequence,tracker,table4_method,d16_method,table4_IDF1,d16_IDF1,d16_minus_table4_IDF1,table4_AssA,d16_AssA,d16_minus_table4_AssA,table4_IDSW,d16_IDSW,d16_minus_table4_IDSW,table4_reconstructed_accepted_edges,table4_stored_accepted_edges,table4_reconstruction_count_matches,d16_reconstructed_accepted_edges,d16_stored_accepted_edges,d16_reconstruction_count_matches
official_detector,confirmation38,data39-3,deepocsort,geometry_reid_greedy_guard,path_g,49.823855057876195,49.823855057876195,0.0,43.65911198663463,43.789920092190485,0.13080810555585742,16,16,0,12,12,True,11,11,True
official_detector,confirmation38,data39-6,bytetrack,geometry_reid_greedy_guard,path_g,46.777742848160955,45.6460232631248,-1.1317195850361514,49.72658264510305,49.08534748386996,-0.6412351612330909,83,94,11,55,55,True,50,50,True
official_detector,confirmation38,data39-6,ocsort,geometry_reid_greedy_guard,path_g,47.58117958913188,47.249834327369115,-0.33134526176276324,60.25970935823533,60.00851046662925,-0.2511988916060801,34,35,1,30,30,True,29,29,True
official_detector,confirmation38,data39-6,deepocsort,geometry_reid_greedy_guard,path_g,73.13807531380753,73.13807531380753,0.0,78.21269547845381,78.21269547845381,0.0,5,5,0,5,5,True,5,5,True
official_detector,confirmation38,data40-3,bytetrack,geometry_reid_greedy_guard,path_g,37.6878612716763,37.45664739884393,-0.23121387283237027,56.53429903376674,56.035633431343044,-0.4986656024236993,10,12,2,6,6,True,5,5,True
official_detector,confirmation38,data40-3,ocsort,geometry_reid_greedy_guard,path_g,37.33650416171225,37.33650416171225,0.0,57.836340850540026,57.836340850540026,0.0,4,4,0,23,23,True,23,23,True
official_detector,confirmation38,data40-3,deepocsort,geometry_reid_greedy_guard,path_g,45.73991031390135,45.2914798206278,-0.44843049327354834,56.77199921866618,56.63805992618446,-0.13393929248172043,9,10,1,15,15,True,15,15,True
official_detector,confirmation38,data40-4,bytetrack,geometry_reid_greedy_guard,path_g,3.9215686274509802,3.9215686274509802,0.0,23.272140366293534,23.035903603457832,-0.23623676283570205,17,16,-1,12,12,True,11,11,True
official_detector,confirmation38,data40-4,ocsort,geometry_reid_greedy_guard,path_g,6.202618883528601,6.202618883528601,0.0,25.056596004581273,25.078453240489495,0.02185723590822164,26,22,-4,63,63,True,64,64,True
official_detector,confirmation38,data40-4,deepocsort,geometry_reid_greedy_guard,path_g,28.519746759119684,28.640337654507086,0.12059089538740153,40.80027397384398,40.90734016336112,0.1070661895171412,6,6,0,10,10,True,10,10,True
official_detector,confirmation38,data40-5,bytetrack,geometry_reid_greedy_guard,path_g,66.914749661705,66.84709066305818,-0.06765899864682012,65.41060175055226,65.40555244657537,-0.005049303976889519,55,57,2,60,60,True,59,59,True
official_detector,confirmation38,data40-5,ocsort,geometry_reid_greedy_guard,path_g,64.20056100981768,64.34081346423562,0.1402524544179471,67.32815272273038,67.60276468473423,0.27461196200384563,39,38,-1,23,23,True,23,23,True
official_detector,confirmation38,data40-5,deepocsort,geometry_reid_greedy_guard,path_g,78.67165575304023,78.67165575304023,0.0,79.16622605610986,79.16622605610986,0.0,19,19,0,17,17,True,17,17,True
official_detector,confirmation38,data41-1,bytetrack,geometry_reid_greedy_guard,path_g,37.69230769230769,37.69230769230769,0.0,37.952420039150056,37.952420039150056,0.0,22,22,0,2,2,True,2,2,True
official_detector,confirmation38,data41-1,ocsort,geometry_reid_greedy_guard,path_g,36.666666666666664,37.916666666666664,1.25,47.057529173116635,49.34058497727232,2.283055804155687,5,5,0,14,14,True,12,12,True
official_detector,confirmation38,data41-1,deepocsort,geometry_reid_greedy_guard,path_g,45.342706502636204,45.342706502636204,0.0,74.24000845477113,74.24000845477113,0.0,1,1,0,8,8,True,8,8,True
official_detector,confirmation38,data42-1,bytetrack,geometry_reid_greedy_guard,path_g,59.31070405417137,59.22389096275719,-0.0868130914141787,53.55169687835997,53.66861587374431,0.11691899538433859,203,207,4,78,78,True,72,72,True
official_detector,confirmation38,data42-1,ocsort,geometry_reid_greedy_guard,path_g,56.903225806451616,56.94009216589861,0.036866359446996455,57.09594904674171,57.169091568762056,0.07314252202034766,122,122,0,55,55,True,54,54,True
official_detector,confirmation38,data42-1,deepocsort,geometry_reid_greedy_guard,path_g,62.37936321818346,62.32524578334987,-0.054117434833585776,61.77265572693745,61.73095373601571,-0.041701990921744425,93,95,2,42,42,True,40,40,True
official_detector,confirmation38,data42-2,bytetrack,geometry_reid_greedy_guard,path_g,51.39442231075697,51.460823373173966,0.06640106241699328,59.71304280875721,59.72944964022177,0.016406831464564675,44,45,1,29,29,True,29,29,True
official_detector,confirmation38,data42-2,ocsort,geometry_reid_greedy_guard,path_g,49.28246412320616,49.352467623381166,0.07000350017500523,70.76657123671907,70.87032470124602,0.103753464526946,18,17,-1,32,32,True,32,32,True
official_detector,confirmation38,data42-2,deepocsort,geometry_reid_greedy_guard,path_g,70.85383502170767,70.85383502170767,0.0,70.88925396787182,70.8985376245601,0.009283656688282349,27,27,0,13,13,True,13,13,True
official_detector,confirmation38,data42-3,bytetrack,geometry_reid_greedy_guard,path_g,75.31172069825436,74.72984206151288,-0.5818786367414788,62.78465721899044,62.41603214506052,-0.3686250739299197,54,57,3,11,11,True,9,9,True
official_detector,confirmation38,data42-3,ocsort,geometry_reid_greedy_guard,path_g,72.54150702426566,72.37122179650916,-0.17028522775649435,64.7429151080297,64.84979795715749,0.10688284912778556,35,37,2,28,28,True,24,24,True
official_detector,confirmation38,data42-3,deepocsort,geometry_reid_greedy_guard,path_g,86.73084972791963,86.73084972791963,0.0,89.7689211514475,89.7689211514475,0.0,3,3,0,6,6,True,6,6,True
official_detector,confirmation38,data46-11,bytetrack,geometry_reid_greedy_guard,path_g,43.504932438033656,42.543314266766146,-0.96161817126751,43.93422941559288,42.98776972483698,-0.9464596907559013,237,252,15,168,168,True,150,150,True
official_detector,confirmation38,data46-11,ocsort,geometry_reid_greedy_guard,path_g,42.56656481885639,42.32213007420341,-0.24443474465298465,49.47739519226319,49.517333276933655,0.03993808467046733,116,117,1,134,134,True,130,130,True
official_detector,confirmation38,data46-11,deepocsort,geometry_reid_greedy_guard,path_g,57.42904841402338,57.42904841402338,0.0,75.62643869783868,75.62643869783868,0.0,5,5,0,6,6,True,6,6,True
official_detector,confirmation38,data46-12,bytetrack,geometry_reid_greedy_guard,path_g,62.98439859084046,61.55007549068948,-1.4343231001509835,76.69052267942685,75.97651572917762,-0.7140069502492281,67,75,8,97,97,True,90,90,True
official_detector,confirmation38,data46-12,ocsort,geometry_reid_greedy_guard,path_g,62.164975279729376,61.69659120478792,-0.4683840749414543,84.50221033588544,84.28532108328687,-0.21688925259856262,24,30,6,77,77,True,74,74,True
official_detector,confirmation38,data46-12,deepocsort,geometry_reid_greedy_guard,path_g,67.7431563012489,67.7431563012489,0.0,85.48806787957372,85.45719127781935,-0.03087660175437179,2,2,0,5,5,True,5,5,True
official_detector,confirmation38,data47-1,bytetrack,geometry_reid_greedy_guard,path_g,14.556962025316455,14.556962025316455,0.0,13.563034044791108,13.641509074086432,0.07847502929532446,24,23,-1,9,9,True,10,10,True
official_detector,confirmation38,data47-1,ocsort,geometry_reid_greedy_guard,path_g,17.73049645390071,16.312056737588655,-1.4184397163120543,15.315288640382304,14.78804929146926,-0.527239348913044,2,6,4,12,12,True,12,12,True
official_detector,confirmation38,data47-1,deepocsort,geometry_reid_greedy_guard,path_g,87.93456032719837,87.93456032719837,0.0,79.60922704393836,79.60922704393836,0.0,3,3,0,3,3,True,3,3,True
official_detector,confirmation38,data47-2,bytetrack,geometry_reid_greedy_guard,path_g,37.6905311778291,36.39722863741339,-1.2933025404157092,34.05906287498751,33.634703764178845,-0.4243591108086662,47,61,14,42,42,True,38,38,True
official_detector,confirmation38,data47-2,ocsort,geometry_reid_greedy_guard,path_g,26.673695308381657,26.884554559831315,0.21085925144965856,39.05902016257466,39.060463315181515,0.0014431526068534595,28,29,1,26,26,True,24,24,True
official_detector,confirmation38,data47-2,deepocsort,geometry_reid_greedy_guard,path_g,66.02105263157895,66.02105263157895,0.0,78.86170010602498,78.86170010602498,0.0,0,0,0,3,3,True,3,3,True
official_detector,confirmation38,data47-3,bytetrack,geometry_reid_greedy_guard,path_g,55.757575757575765,55.66433566433566,-0.09324009324010518,54.93726507972173,55.00634022282331,0.06907514310157836,74,86,12,79,79,True,73,73,True
official_detector,confirmation38,data47-3,ocsort,geometry_reid_greedy_guard,path_g,50.124812780828755,49.77533699450824,-0.349475786320518,61.16174333794143,61.09878148702019,-0.06296185092124063,36,45,9,27,27,True,24,24,True
official_detector,confirmation38,data47-3,deepocsort,geometry_reid_greedy_guard,path_g,65.21533364884051,65.21533364884051,0.0,78.41835514181801,78.41835514181801,0.0,1,1,0,5,5,True,5,5,True
official_detector,confirmation38,data47-4,bytetrack,geometry_reid_greedy_guard,path_g,44.06224406224406,44.22604422604422,0.16380016380016116,51.00689498518038,50.695326847694275,-0.31156813748610546,20,21,1,20,20,True,18,18,True
official_detector,confirmation38,data47-4,ocsort,geometry_reid_greedy_guard,path_g,39.89266547406082,39.89266547406082,0.0,57.15999021109497,57.15999021109497,0.0,11,11,0,7,7,True,7,7,True
official_detector,confirmation38,data47-4,deepocsort,geometry_reid_greedy_guard,path_g,73.59307359307358,73.59307359307358,0.0,72.9156369316078,72.9156369316078,0.0,1,1,0,4,4,True,4,4,True
official_detector,confirmation38,data48-1,bytetrack,geometry_reid_greedy_guard,path_g,6.896551724137931,6.896551724137931,0.0,15.581236518779882,15.581236518779882,0.0,18,18,0,2,2,True,2,2,True
official_detector,confirmation38,data48-1,ocsort,geometry_reid_greedy_guard,path_g,11.949685534591195,11.949685534591195,0.0,17.508263796227794,17.508263796227794,0.0,0,0,0,21,21,True,21,21,True
official_detector,confirmation38,data48-1,deepocsort,geometry_reid_greedy_guard,path_g,67.3289183222958,67.3289183222958,0.0,57.070056942400136,57.070056942400136,0.0,2,2,0,1,1,True,1,1,True
official_detector,confirmation38,data49-2,bytetrack,geometry_reid_greedy_guard,path_g,51.96671709531013,51.96671709531013,0.0,47.34452127469833,47.37485263698763,0.030331362289302888,124,124,0,41,41,True,39,39,True
official_detector,confirmation38,data49-2,ocsort,geometry_reid_greedy_guard,path_g,45.71078431372549,45.46568627450981,-0.24509803921568363,52.35532673933051,51.833200424881774,-0.5221263144487338,63,64,1,22,22,True,21,21,True
official_detector,confirmation38,data49-2,deepocsort,geometry_reid_greedy_guard,path_g,67.30804138682156,67.30804138682156,0.0,85.96567714780106,85.96567714780106,0.0,7,7,0,5,5,True,5,5,True
