adapter_input_detections,class_name,dataset,descriptor_eligible_output_boxes_iou_ge_0_9,descriptor_eligible_track_ids,duplicate_frame_identity_count,evaluated_gt_boxes,evaluated_prediction_boxes,family,frames_with_gt,released_frames,saved_output,saved_output_sha256,score_gate_admitted_detections,sequence,tracker,tracker_output_boxes,tracker_output_track_ids,tracker_runtime_seconds,valid_gt_boxes,zero_gt_frames
111,car,MMOT,0,0,0,111,7,data28,41,43,<EXPERIMENT_ROOT>/results_raw/e0/results_raw/tracker_outputs/data28/data28-4/car/bytetrack.jsonl.gz,469fbe8c52c97a639860503d77e638a7847e6eff4bebda3314df36f1e8f78596,111,data28-4,bytetrack,7,7,0.024476134218275547,111,2
111,car,MMOT,1,1,0,111,1,data28,41,43,<EXPERIMENT_ROOT>/results_raw/e0/results_raw/tracker_outputs/data28/data28-4/car/ocsort.jsonl.gz,b0e777e0a410d9ced815afb327dd1501581a56beb05344c66535ce9a109788dc,111,data28-4,ocsort,1,1,0.07723246794193983,111,2
33,bike,MMOT,0,0,0,33,0,data28,17,43,<EXPERIMENT_ROOT>/results_raw/e0/results_raw/tracker_outputs/data28/data28-4/bike/bytetrack.jsonl.gz,0336476389da4bfbf073566c1913b4a55235be71d2cadaa767f66cc8909830e7,33,data28-4,bytetrack,0,0,0.011345027014613152,33,26
33,bike,MMOT,0,0,0,33,0,data28,17,43,<EXPERIMENT_ROOT>/results_raw/e0/results_raw/tracker_outputs/data28/data28-4/bike/ocsort.jsonl.gz,f77d9e042ae4b52fbb829d9cacc240b749633757b0a880b5e89af75076e3e8f6,33,data28-4,ocsort,0,0,0.019684048369526863,33,26
50,pedestrian,MMOT,0,0,0,50,0,data28,17,43,<EXPERIMENT_ROOT>/results_raw/e0/results_raw/tracker_outputs/data28/data28-4/pedestrian/bytetrack.jsonl.gz,0336476389da4bfbf073566c1913b4a55235be71d2cadaa767f66cc8909830e7,50,data28-4,bytetrack,0,0,0.012196652591228485,50,26
50,pedestrian,MMOT,0,0,0,50,0,data28,17,43,<EXPERIMENT_ROOT>/results_raw/e0/results_raw/tracker_outputs/data28/data28-4/pedestrian/ocsort.jsonl.gz,f77d9e042ae4b52fbb829d9cacc240b749633757b0a880b5e89af75076e3e8f6,50,data28-4,ocsort,0,0,0.022073525935411453,50,26
22,van,MMOT,0,0,0,22,0,data28,22,43,<EXPERIMENT_ROOT>/results_raw/e0/results_raw/tracker_outputs/data28/data28-4/van/bytetrack.jsonl.gz,0336476389da4bfbf073566c1913b4a55235be71d2cadaa767f66cc8909830e7,22,data28-4,bytetrack,0,0,0.010452288202941418,22,21
22,van,MMOT,0,0,0,22,0,data28,22,43,<EXPERIMENT_ROOT>/results_raw/e0/results_raw/tracker_outputs/data28/data28-4/van/ocsort.jsonl.gz,f77d9e042ae4b52fbb829d9cacc240b749633757b0a880b5e89af75076e3e8f6,22,data28-4,ocsort,0,0,0.021750072948634624,22,21
15,truck,MMOT,1,1,0,15,6,data28,15,43,<EXPERIMENT_ROOT>/results_raw/e0/results_raw/tracker_outputs/data28/data28-4/truck/bytetrack.jsonl.gz,0334fc6cb0e4f7ad59cb106085499cc4d2a94f0bdc21c1b353774f71d6eb3bd8,15,data28-4,bytetrack,6,2,0.011573487892746925,15,28
15,truck,MMOT,6,4,0,15,6,data28,15,43,<EXPERIMENT_ROOT>/results_raw/e0/results_raw/tracker_outputs/data28/data28-4/truck/ocsort.jsonl.gz,5903563822b6d9e0739a06ff271b929e2a970aa1f6621372d90ecc2d9c82e2ba,15,data28-4,ocsort,6,4,0.019260595552623272,15,28
58,car,MMOT,4,4,0,58,7,data28,31,31,<EXPERIMENT_ROOT>/results_raw/e0/results_raw/tracker_outputs/data28/data28-5/car/bytetrack.jsonl.gz,36b3ad5047c85bc26b990db215984498c998753972a7ec70838e4f0b830f5947,58,data28-5,bytetrack,7,7,0.02186446636915207,58,0
58,car,MMOT,12,12,0,58,12,data28,31,31,<EXPERIMENT_ROOT>/results_raw/e0/results_raw/tracker_outputs/data28/data28-5/car/ocsort.jsonl.gz,cb1df7724c50f2aae7931458fe7c71686e35856275375771321f94717ef74846,58,data28-5,ocsort,12,12,0.05167341697961092,58,0
4,bike,MMOT,1,1,0,4,1,data28,4,31,<EXPERIMENT_ROOT>/results_raw/e0/results_raw/tracker_outputs/data28/data28-5/bike/bytetrack.jsonl.gz,8eeb7c2324b475b6a90a6afb32b868d66a3f623e31911306fc655fdd34ba295e,4,data28-5,bytetrack,1,1,0.003400426357984543,4,27
4,bike,MMOT,3,3,0,4,3,data28,4,31,<EXPERIMENT_ROOT>/results_raw/e0/results_raw/tracker_outputs/data28/data28-5/bike/ocsort.jsonl.gz,0d86ccf856f8d839a2802c049ebcb6f29692c61c79582056ad8c4ec42c8a49e2,4,data28-5,ocsort,3,3,0.0035869814455509186,4,27
97,pedestrian,MMOT,5,4,0,97,9,data28,31,31,<EXPERIMENT_ROOT>/results_raw/e0/results_raw/tracker_outputs/data28/data28-5/pedestrian/bytetrack.jsonl.gz,6f5c3916757c6bca64eec3a1d5622c3eb9c962f3f1e7375382c5eb116295761c,97,data28-5,bytetrack,9,6,0.025667132809758186,97,0
97,pedestrian,MMOT,12,11,0,97,12,data28,31,31,<EXPERIMENT_ROOT>/results_raw/e0/results_raw/tracker_outputs/data28/data28-5/pedestrian/ocsort.jsonl.gz,7ae3cf6765140f736a8f58b5c62411169e2b8a2eeec18c1f8f96755359346340,97,data28-5,ocsort,12,11,0.06468956544995308,97,0
24,truck,MMOT,1,1,0,24,4,data28,23,31,<EXPERIMENT_ROOT>/results_raw/e0/results_raw/tracker_outputs/data28/data28-5/truck/bytetrack.jsonl.gz,a9be08f72957acec42d420c868694d0967dd34704d1d815665e8508fc1e289d0,24,data28-5,bytetrack,4,2,0.01471157930791378,24,8
24,truck,MMOT,3,3,0,24,3,data28,23,31,<EXPERIMENT_ROOT>/results_raw/e0/results_raw/tracker_outputs/data28/data28-5/truck/ocsort.jsonl.gz,d2f6087283ebac21c34be01269c88c9f1d5da3384ac7c8c00858ba20be4abe83,24,data28-5,ocsort,3,3,0.027615942992269993,24,8
22,car,MMOT,0,0,0,22,0,data28,22,65,<EXPERIMENT_ROOT>/results_raw/e0/results_raw/tracker_outputs/data28/data28-6/car/bytetrack.jsonl.gz,0336476389da4bfbf073566c1913b4a55235be71d2cadaa767f66cc8909830e7,22,data28-6,bytetrack,0,0,0.011381460353732109,22,43
22,car,MMOT,0,0,0,22,0,data28,22,65,<EXPERIMENT_ROOT>/results_raw/e0/results_raw/tracker_outputs/data28/data28-6/car/ocsort.jsonl.gz,f77d9e042ae4b52fbb829d9cacc240b749633757b0a880b5e89af75076e3e8f6,22,data28-6,ocsort,0,0,0.0283944858238101,22,43
9,van,MMOT,0,0,0,9,0,data28,9,65,<EXPERIMENT_ROOT>/results_raw/e0/results_raw/tracker_outputs/data28/data28-6/van/bytetrack.jsonl.gz,0336476389da4bfbf073566c1913b4a55235be71d2cadaa767f66cc8909830e7,9,data28-6,bytetrack,0,0,0.005439623259007931,9,56
