dataset,protocol,family,sequence,class_or_modality,tracker,solver,candidate_edges,baseline_selected_edges,V_off_selected_edges,selected_pairs_identical
M3OT,development,N/A,M3OT/1/ir/val/1-08T,ir,bytetrack,controlled_partial_hungarian,11,6,6,True
M3OT,development,N/A,M3OT/1/ir/val/1-08T,ir,bytetrack,path_constrained_greedy,11,5,5,True
M3OT,development,N/A,M3OT/1/ir/val/1-08T,ir,ocsort,controlled_partial_hungarian,10,6,6,True
M3OT,development,N/A,M3OT/1/ir/val/1-08T,ir,ocsort,path_constrained_greedy,10,5,5,True
M3OT,development,N/A,M3OT/1/rgb/val/1-08,rgb,bytetrack,controlled_partial_hungarian,2,2,2,True
M3OT,development,N/A,M3OT/1/rgb/val/1-08,rgb,bytetrack,path_constrained_greedy,2,2,2,True
M3OT,development,N/A,M3OT/1/rgb/val/1-08,rgb,ocsort,controlled_partial_hungarian,3,3,3,True
M3OT,development,N/A,M3OT/1/rgb/val/1-08,rgb,ocsort,path_constrained_greedy,3,3,3,True
M3OT,development,N/A,M3OT/2/ir/val/2-08T,ir,bytetrack,controlled_partial_hungarian,15,10,10,True
M3OT,development,N/A,M3OT/2/ir/val/2-08T,ir,bytetrack,path_constrained_greedy,15,10,10,True
M3OT,development,N/A,M3OT/2/ir/val/2-08T,ir,ocsort,controlled_partial_hungarian,16,10,10,True
M3OT,development,N/A,M3OT/2/ir/val/2-08T,ir,ocsort,path_constrained_greedy,16,10,10,True
M3OT,held_out,N/A,M3OT/1/ir/test/1-03T,ir,bytetrack,controlled_partial_hungarian,5,4,4,True
M3OT,held_out,N/A,M3OT/1/ir/test/1-03T,ir,bytetrack,path_constrained_greedy,5,3,3,True
M3OT,held_out,N/A,M3OT/1/ir/test/1-03T,ir,ocsort,controlled_partial_hungarian,3,2,2,True
M3OT,held_out,N/A,M3OT/1/ir/test/1-03T,ir,ocsort,path_constrained_greedy,3,1,1,True
M3OT,held_out,N/A,M3OT/1/rgb/test/1-03,rgb,bytetrack,controlled_partial_hungarian,1,1,1,True
M3OT,held_out,N/A,M3OT/1/rgb/test/1-03,rgb,bytetrack,path_constrained_greedy,1,1,1,True
M3OT,held_out,N/A,M3OT/2/ir/test/2-03T,ir,bytetrack,controlled_partial_hungarian,6,4,4,True
M3OT,held_out,N/A,M3OT/2/ir/test/2-03T,ir,bytetrack,path_constrained_greedy,6,4,4,True
M3OT,held_out,N/A,M3OT/2/ir/test/2-03T,ir,ocsort,controlled_partial_hungarian,2,2,2,True
M3OT,held_out,N/A,M3OT/2/ir/test/2-03T,ir,ocsort,path_constrained_greedy,2,2,2,True
M3OT,held_out,N/A,M3OT/2/rgb/test/2-03,rgb,bytetrack,controlled_partial_hungarian,1,1,1,True
M3OT,held_out,N/A,M3OT/2/rgb/test/2-03,rgb,bytetrack,path_constrained_greedy,1,1,1,True
MMOT,official_detector,confirmation38,data23-1,car,bytetrack,controlled_partial_hungarian,4,1,1,True
MMOT,official_detector,confirmation38,data23-1,pedestrian,bytetrack,controlled_partial_hungarian,7,5,5,True
MMOT,official_detector,confirmation38,data23-1,car,bytetrack,path_constrained_greedy,4,1,1,True
MMOT,official_detector,confirmation38,data23-1,pedestrian,bytetrack,path_constrained_greedy,7,5,5,True
MMOT,official_detector,confirmation38,data23-1,car,ocsort,controlled_partial_hungarian,2,1,1,True
MMOT,official_detector,confirmation38,data23-1,pedestrian,ocsort,controlled_partial_hungarian,3,2,2,True
MMOT,official_detector,confirmation38,data23-1,car,ocsort,path_constrained_greedy,2,1,1,True
MMOT,official_detector,confirmation38,data23-1,pedestrian,ocsort,path_constrained_greedy,3,2,2,True
MMOT,official_detector,confirmation38,data24-1,awning-bike,bytetrack,controlled_partial_hungarian,57,45,45,True
MMOT,official_detector,confirmation38,data24-1,bike,bytetrack,controlled_partial_hungarian,30,26,26,True
MMOT,official_detector,confirmation38,data24-1,car,bytetrack,controlled_partial_hungarian,27,14,14,True
MMOT,official_detector,confirmation38,data24-1,pedestrian,bytetrack,controlled_partial_hungarian,313,133,133,True
MMOT,official_detector,confirmation38,data24-1,awning-bike,bytetrack,path_constrained_greedy,57,45,45,True
MMOT,official_detector,confirmation38,data24-1,bike,bytetrack,path_constrained_greedy,30,26,26,True
MMOT,official_detector,confirmation38,data24-1,car,bytetrack,path_constrained_greedy,27,14,14,True
MMOT,official_detector,confirmation38,data24-1,pedestrian,bytetrack,path_constrained_greedy,313,128,128,True
MMOT,official_detector,confirmation38,data24-1,car,deepocsort,controlled_partial_hungarian,7,6,6,True
MMOT,official_detector,confirmation38,data24-1,pedestrian,deepocsort,controlled_partial_hungarian,123,66,66,True
MMOT,official_detector,confirmation38,data24-1,car,deepocsort,path_constrained_greedy,7,6,6,True
MMOT,official_detector,confirmation38,data24-1,pedestrian,deepocsort,path_constrained_greedy,123,60,60,True
MMOT,official_detector,confirmation38,data24-1,awning-bike,ocsort,controlled_partial_hungarian,10,8,8,True
MMOT,official_detector,confirmation38,data24-1,bike,ocsort,controlled_partial_hungarian,3,3,3,True
MMOT,official_detector,confirmation38,data24-1,car,ocsort,controlled_partial_hungarian,6,4,4,True
MMOT,official_detector,confirmation38,data24-1,pedestrian,ocsort,controlled_partial_hungarian,42,26,26,True
MMOT,official_detector,confirmation38,data24-1,awning-bike,ocsort,path_constrained_greedy,10,8,8,True
MMOT,official_detector,confirmation38,data24-1,bike,ocsort,path_constrained_greedy,3,3,3,True
MMOT,official_detector,confirmation38,data24-1,car,ocsort,path_constrained_greedy,6,4,4,True
MMOT,official_detector,confirmation38,data24-1,pedestrian,ocsort,path_constrained_greedy,42,26,26,True
MMOT,official_detector,confirmation38,data27-1,car,bytetrack,controlled_partial_hungarian,5,2,2,True
MMOT,official_detector,confirmation38,data27-1,truck,bytetrack,controlled_partial_hungarian,3,2,2,True
MMOT,official_detector,confirmation38,data27-1,car,bytetrack,path_constrained_greedy,5,2,2,True
MMOT,official_detector,confirmation38,data27-1,truck,bytetrack,path_constrained_greedy,3,2,2,True
MMOT,official_detector,confirmation38,data27-1,car,ocsort,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,confirmation38,data27-1,car,ocsort,path_constrained_greedy,1,1,1,True
MMOT,official_detector,legacy12,data28-1,car,bytetrack,controlled_partial_hungarian,252,96,96,True
MMOT,official_detector,legacy12,data28-1,van,bytetrack,controlled_partial_hungarian,4,4,4,True
MMOT,official_detector,legacy12,data28-1,car,bytetrack,path_constrained_greedy,252,88,88,True
MMOT,official_detector,legacy12,data28-1,van,bytetrack,path_constrained_greedy,4,4,4,True
MMOT,official_detector,legacy12,data28-1,car,deepocsort,controlled_partial_hungarian,6,2,2,True
MMOT,official_detector,legacy12,data28-1,car,deepocsort,path_constrained_greedy,6,2,2,True
MMOT,official_detector,legacy12,data28-1,bike,ocsort,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,legacy12,data28-1,car,ocsort,controlled_partial_hungarian,204,89,89,True
MMOT,official_detector,legacy12,data28-1,van,ocsort,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,legacy12,data28-1,bike,ocsort,path_constrained_greedy,1,1,1,True
MMOT,official_detector,legacy12,data28-1,car,ocsort,path_constrained_greedy,204,84,84,True
MMOT,official_detector,legacy12,data28-1,van,ocsort,path_constrained_greedy,1,1,1,True
MMOT,official_detector,legacy12,data28-2,car,bytetrack,controlled_partial_hungarian,6,6,6,True
MMOT,official_detector,legacy12,data28-2,tricycle,bytetrack,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,legacy12,data28-2,car,bytetrack,path_constrained_greedy,6,6,6,True
MMOT,official_detector,legacy12,data28-2,tricycle,bytetrack,path_constrained_greedy,1,1,1,True
MMOT,official_detector,legacy12,data28-2,awning-bike,deepocsort,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,legacy12,data28-2,tricycle,deepocsort,controlled_partial_hungarian,2,2,2,True
MMOT,official_detector,legacy12,data28-2,awning-bike,deepocsort,path_constrained_greedy,1,1,1,True
MMOT,official_detector,legacy12,data28-2,tricycle,deepocsort,path_constrained_greedy,2,2,2,True
MMOT,official_detector,legacy12,data28-2,awning-bike,ocsort,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,legacy12,data28-2,car,ocsort,controlled_partial_hungarian,68,31,31,True
MMOT,official_detector,legacy12,data28-2,pedestrian,ocsort,controlled_partial_hungarian,2,2,2,True
MMOT,official_detector,legacy12,data28-2,tricycle,ocsort,controlled_partial_hungarian,2,2,2,True
MMOT,official_detector,legacy12,data28-2,awning-bike,ocsort,path_constrained_greedy,1,1,1,True
MMOT,official_detector,legacy12,data28-2,car,ocsort,path_constrained_greedy,68,29,29,True
MMOT,official_detector,legacy12,data28-2,pedestrian,ocsort,path_constrained_greedy,2,2,2,True
MMOT,official_detector,legacy12,data28-2,tricycle,ocsort,path_constrained_greedy,2,2,2,True
MMOT,official_detector,legacy12,data28-5,bike,deepocsort,controlled_partial_hungarian,2,2,2,True
MMOT,official_detector,legacy12,data28-5,car,deepocsort,controlled_partial_hungarian,6,5,5,True
MMOT,official_detector,legacy12,data28-5,pedestrian,deepocsort,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,legacy12,data28-5,bike,deepocsort,path_constrained_greedy,2,2,2,True
MMOT,official_detector,legacy12,data28-5,car,deepocsort,path_constrained_greedy,6,4,4,True
MMOT,official_detector,legacy12,data28-5,pedestrian,deepocsort,path_constrained_greedy,1,1,1,True
MMOT,official_detector,legacy12,data28-5,bike,ocsort,controlled_partial_hungarian,2,2,2,True
MMOT,official_detector,legacy12,data28-5,car,ocsort,controlled_partial_hungarian,6,5,5,True
MMOT,official_detector,legacy12,data28-5,pedestrian,ocsort,controlled_partial_hungarian,3,2,2,True
MMOT,official_detector,legacy12,data28-5,bike,ocsort,path_constrained_greedy,2,2,2,True
MMOT,official_detector,legacy12,data28-5,car,ocsort,path_constrained_greedy,6,4,4,True
MMOT,official_detector,legacy12,data28-5,pedestrian,ocsort,path_constrained_greedy,3,2,2,True
MMOT,official_detector,legacy12,data28-6,bus,bytetrack,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,legacy12,data28-6,van,bytetrack,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,legacy12,data28-6,bus,bytetrack,path_constrained_greedy,1,1,1,True
MMOT,official_detector,legacy12,data28-6,van,bytetrack,path_constrained_greedy,1,1,1,True
MMOT,official_detector,legacy12,data30-10,awning-bike,bytetrack,controlled_partial_hungarian,35,25,25,True
MMOT,official_detector,legacy12,data30-10,car,bytetrack,controlled_partial_hungarian,42,25,25,True
MMOT,official_detector,legacy12,data30-10,pedestrian,bytetrack,controlled_partial_hungarian,9,7,7,True
MMOT,official_detector,legacy12,data30-10,tricycle,bytetrack,controlled_partial_hungarian,7,6,6,True
MMOT,official_detector,legacy12,data30-10,van,bytetrack,controlled_partial_hungarian,7,6,6,True
MMOT,official_detector,legacy12,data30-10,awning-bike,bytetrack,path_constrained_greedy,35,25,25,True
MMOT,official_detector,legacy12,data30-10,car,bytetrack,path_constrained_greedy,42,24,24,True
MMOT,official_detector,legacy12,data30-10,pedestrian,bytetrack,path_constrained_greedy,9,7,7,True
MMOT,official_detector,legacy12,data30-10,tricycle,bytetrack,path_constrained_greedy,7,6,6,True
MMOT,official_detector,legacy12,data30-10,van,bytetrack,path_constrained_greedy,7,6,6,True
MMOT,official_detector,legacy12,data30-10,awning-bike,deepocsort,controlled_partial_hungarian,7,5,5,True
MMOT,official_detector,legacy12,data30-10,car,deepocsort,controlled_partial_hungarian,7,4,4,True
MMOT,official_detector,legacy12,data30-10,pedestrian,deepocsort,controlled_partial_hungarian,25,17,17,True
MMOT,official_detector,legacy12,data30-10,awning-bike,deepocsort,path_constrained_greedy,7,5,5,True
MMOT,official_detector,legacy12,data30-10,car,deepocsort,path_constrained_greedy,7,4,4,True
MMOT,official_detector,legacy12,data30-10,pedestrian,deepocsort,path_constrained_greedy,25,17,17,True
MMOT,official_detector,legacy12,data30-10,awning-bike,ocsort,controlled_partial_hungarian,41,19,19,True
MMOT,official_detector,legacy12,data30-10,car,ocsort,controlled_partial_hungarian,39,24,24,True
MMOT,official_detector,legacy12,data30-10,pedestrian,ocsort,controlled_partial_hungarian,144,50,50,True
MMOT,official_detector,legacy12,data30-10,tricycle,ocsort,controlled_partial_hungarian,2,2,2,True
MMOT,official_detector,legacy12,data30-10,awning-bike,ocsort,path_constrained_greedy,41,19,19,True
MMOT,official_detector,legacy12,data30-10,car,ocsort,path_constrained_greedy,39,24,24,True
MMOT,official_detector,legacy12,data30-10,pedestrian,ocsort,path_constrained_greedy,144,49,49,True
MMOT,official_detector,legacy12,data30-10,tricycle,ocsort,path_constrained_greedy,2,2,2,True
MMOT,official_detector,legacy12,data30-2,awning-bike,bytetrack,controlled_partial_hungarian,50,23,23,True
MMOT,official_detector,legacy12,data30-2,bike,bytetrack,controlled_partial_hungarian,27,15,15,True
MMOT,official_detector,legacy12,data30-2,car,bytetrack,controlled_partial_hungarian,69,40,40,True
MMOT,official_detector,legacy12,data30-2,pedestrian,bytetrack,controlled_partial_hungarian,46,24,24,True
MMOT,official_detector,legacy12,data30-2,tricycle,bytetrack,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,legacy12,data30-2,van,bytetrack,controlled_partial_hungarian,5,5,5,True
MMOT,official_detector,legacy12,data30-2,awning-bike,bytetrack,path_constrained_greedy,50,21,21,True
MMOT,official_detector,legacy12,data30-2,bike,bytetrack,path_constrained_greedy,27,14,14,True
MMOT,official_detector,legacy12,data30-2,car,bytetrack,path_constrained_greedy,69,39,39,True
MMOT,official_detector,legacy12,data30-2,pedestrian,bytetrack,path_constrained_greedy,46,22,22,True
MMOT,official_detector,legacy12,data30-2,tricycle,bytetrack,path_constrained_greedy,1,1,1,True
MMOT,official_detector,legacy12,data30-2,van,bytetrack,path_constrained_greedy,5,5,5,True
MMOT,official_detector,legacy12,data30-2,awning-bike,deepocsort,controlled_partial_hungarian,3,2,2,True
MMOT,official_detector,legacy12,data30-2,bike,deepocsort,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,legacy12,data30-2,car,deepocsort,controlled_partial_hungarian,9,6,6,True
MMOT,official_detector,legacy12,data30-2,pedestrian,deepocsort,controlled_partial_hungarian,23,15,15,True
MMOT,official_detector,legacy12,data30-2,awning-bike,deepocsort,path_constrained_greedy,3,2,2,True
MMOT,official_detector,legacy12,data30-2,bike,deepocsort,path_constrained_greedy,1,1,1,True
MMOT,official_detector,legacy12,data30-2,car,deepocsort,path_constrained_greedy,9,6,6,True
MMOT,official_detector,legacy12,data30-2,pedestrian,deepocsort,path_constrained_greedy,23,15,15,True
MMOT,official_detector,legacy12,data30-2,awning-bike,ocsort,controlled_partial_hungarian,16,9,9,True
MMOT,official_detector,legacy12,data30-2,bike,ocsort,controlled_partial_hungarian,7,6,6,True
MMOT,official_detector,legacy12,data30-2,car,ocsort,controlled_partial_hungarian,58,43,43,True
MMOT,official_detector,legacy12,data30-2,pedestrian,ocsort,controlled_partial_hungarian,45,26,26,True
MMOT,official_detector,legacy12,data30-2,tricycle,ocsort,controlled_partial_hungarian,3,2,2,True
MMOT,official_detector,legacy12,data30-2,van,ocsort,controlled_partial_hungarian,4,4,4,True
MMOT,official_detector,legacy12,data30-2,awning-bike,ocsort,path_constrained_greedy,16,9,9,True
MMOT,official_detector,legacy12,data30-2,bike,ocsort,path_constrained_greedy,7,5,5,True
MMOT,official_detector,legacy12,data30-2,car,ocsort,path_constrained_greedy,58,43,43,True
MMOT,official_detector,legacy12,data30-2,pedestrian,ocsort,path_constrained_greedy,45,25,25,True
MMOT,official_detector,legacy12,data30-2,tricycle,ocsort,path_constrained_greedy,3,2,2,True
MMOT,official_detector,legacy12,data30-2,van,ocsort,path_constrained_greedy,4,4,4,True
MMOT,official_detector,legacy12,data30-3,awning-bike,bytetrack,controlled_partial_hungarian,35,20,20,True
MMOT,official_detector,legacy12,data30-3,bike,bytetrack,controlled_partial_hungarian,25,18,18,True
MMOT,official_detector,legacy12,data30-3,bus,bytetrack,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,legacy12,data30-3,car,bytetrack,controlled_partial_hungarian,76,44,44,True
MMOT,official_detector,legacy12,data30-3,pedestrian,bytetrack,controlled_partial_hungarian,361,95,95,True
MMOT,official_detector,legacy12,data30-3,van,bytetrack,controlled_partial_hungarian,3,3,3,True
MMOT,official_detector,legacy12,data30-3,awning-bike,bytetrack,path_constrained_greedy,35,20,20,True
MMOT,official_detector,legacy12,data30-3,bike,bytetrack,path_constrained_greedy,25,18,18,True
MMOT,official_detector,legacy12,data30-3,bus,bytetrack,path_constrained_greedy,1,1,1,True
MMOT,official_detector,legacy12,data30-3,car,bytetrack,path_constrained_greedy,76,44,44,True
MMOT,official_detector,legacy12,data30-3,pedestrian,bytetrack,path_constrained_greedy,361,91,91,True
MMOT,official_detector,legacy12,data30-3,van,bytetrack,path_constrained_greedy,3,3,3,True
MMOT,official_detector,legacy12,data30-3,bike,deepocsort,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,legacy12,data30-3,car,deepocsort,controlled_partial_hungarian,7,5,5,True
MMOT,official_detector,legacy12,data30-3,pedestrian,deepocsort,controlled_partial_hungarian,17,9,9,True
MMOT,official_detector,legacy12,data30-3,bike,deepocsort,path_constrained_greedy,1,1,1,True
MMOT,official_detector,legacy12,data30-3,car,deepocsort,path_constrained_greedy,7,5,5,True
MMOT,official_detector,legacy12,data30-3,pedestrian,deepocsort,path_constrained_greedy,17,8,8,True
MMOT,official_detector,legacy12,data30-3,awning-bike,ocsort,controlled_partial_hungarian,7,5,5,True
MMOT,official_detector,legacy12,data30-3,bike,ocsort,controlled_partial_hungarian,20,15,15,True
MMOT,official_detector,legacy12,data30-3,bus,ocsort,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,legacy12,data30-3,car,ocsort,controlled_partial_hungarian,75,48,48,True
MMOT,official_detector,legacy12,data30-3,pedestrian,ocsort,controlled_partial_hungarian,184,59,59,True
MMOT,official_detector,legacy12,data30-3,van,ocsort,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,legacy12,data30-3,awning-bike,ocsort,path_constrained_greedy,7,5,5,True
MMOT,official_detector,legacy12,data30-3,bike,ocsort,path_constrained_greedy,20,15,15,True
MMOT,official_detector,legacy12,data30-3,bus,ocsort,path_constrained_greedy,1,1,1,True
MMOT,official_detector,legacy12,data30-3,car,ocsort,path_constrained_greedy,75,47,47,True
MMOT,official_detector,legacy12,data30-3,pedestrian,ocsort,path_constrained_greedy,184,59,59,True
MMOT,official_detector,legacy12,data30-3,van,ocsort,path_constrained_greedy,1,1,1,True
MMOT,official_detector,legacy12,data30-4,awning-bike,bytetrack,controlled_partial_hungarian,3,3,3,True
MMOT,official_detector,legacy12,data30-4,bus,bytetrack,controlled_partial_hungarian,2,2,2,True
MMOT,official_detector,legacy12,data30-4,car,bytetrack,controlled_partial_hungarian,15,11,11,True
MMOT,official_detector,legacy12,data30-4,pedestrian,bytetrack,controlled_partial_hungarian,98,39,39,True
MMOT,official_detector,legacy12,data30-4,van,bytetrack,controlled_partial_hungarian,4,3,3,True
MMOT,official_detector,legacy12,data30-4,awning-bike,bytetrack,path_constrained_greedy,3,3,3,True
MMOT,official_detector,legacy12,data30-4,bus,bytetrack,path_constrained_greedy,2,2,2,True
MMOT,official_detector,legacy12,data30-4,car,bytetrack,path_constrained_greedy,15,11,11,True
MMOT,official_detector,legacy12,data30-4,pedestrian,bytetrack,path_constrained_greedy,98,36,36,True
MMOT,official_detector,legacy12,data30-4,van,bytetrack,path_constrained_greedy,4,3,3,True
MMOT,official_detector,legacy12,data30-4,awning-bike,deepocsort,controlled_partial_hungarian,4,3,3,True
MMOT,official_detector,legacy12,data30-4,bus,deepocsort,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,legacy12,data30-4,pedestrian,deepocsort,controlled_partial_hungarian,35,19,19,True
MMOT,official_detector,legacy12,data30-4,awning-bike,deepocsort,path_constrained_greedy,4,3,3,True
MMOT,official_detector,legacy12,data30-4,bus,deepocsort,path_constrained_greedy,1,1,1,True
MMOT,official_detector,legacy12,data30-4,pedestrian,deepocsort,path_constrained_greedy,35,19,19,True
MMOT,official_detector,legacy12,data30-4,awning-bike,ocsort,controlled_partial_hungarian,4,3,3,True
MMOT,official_detector,legacy12,data30-4,bus,ocsort,controlled_partial_hungarian,2,2,2,True
MMOT,official_detector,legacy12,data30-4,car,ocsort,controlled_partial_hungarian,26,17,17,True
MMOT,official_detector,legacy12,data30-4,pedestrian,ocsort,controlled_partial_hungarian,26,14,14,True
MMOT,official_detector,legacy12,data30-4,awning-bike,ocsort,path_constrained_greedy,4,3,3,True
MMOT,official_detector,legacy12,data30-4,bus,ocsort,path_constrained_greedy,2,2,2,True
MMOT,official_detector,legacy12,data30-4,car,ocsort,path_constrained_greedy,26,16,16,True
MMOT,official_detector,legacy12,data30-4,pedestrian,ocsort,path_constrained_greedy,26,14,14,True
MMOT,official_detector,legacy12,data30-5,bus,bytetrack,controlled_partial_hungarian,3,3,3,True
MMOT,official_detector,legacy12,data30-5,car,bytetrack,controlled_partial_hungarian,4,4,4,True
MMOT,official_detector,legacy12,data30-5,pedestrian,bytetrack,controlled_partial_hungarian,22,11,11,True
MMOT,official_detector,legacy12,data30-5,bus,bytetrack,path_constrained_greedy,3,3,3,True
MMOT,official_detector,legacy12,data30-5,car,bytetrack,path_constrained_greedy,4,4,4,True
MMOT,official_detector,legacy12,data30-5,pedestrian,bytetrack,path_constrained_greedy,22,11,11,True
MMOT,official_detector,legacy12,data30-5,pedestrian,deepocsort,controlled_partial_hungarian,3,2,2,True
MMOT,official_detector,legacy12,data30-5,pedestrian,deepocsort,path_constrained_greedy,3,2,2,True
MMOT,official_detector,legacy12,data30-5,bike,ocsort,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,legacy12,data30-5,bus,ocsort,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,legacy12,data30-5,car,ocsort,controlled_partial_hungarian,8,8,8,True
MMOT,official_detector,legacy12,data30-5,pedestrian,ocsort,controlled_partial_hungarian,37,15,15,True
MMOT,official_detector,legacy12,data30-5,bike,ocsort,path_constrained_greedy,1,1,1,True
MMOT,official_detector,legacy12,data30-5,bus,ocsort,path_constrained_greedy,1,1,1,True
MMOT,official_detector,legacy12,data30-5,car,ocsort,path_constrained_greedy,8,8,8,True
MMOT,official_detector,legacy12,data30-5,pedestrian,ocsort,path_constrained_greedy,37,15,15,True
MMOT,official_detector,legacy12,data30-9,awning-bike,bytetrack,controlled_partial_hungarian,97,37,37,True
MMOT,official_detector,legacy12,data30-9,bike,bytetrack,controlled_partial_hungarian,5,2,2,True
MMOT,official_detector,legacy12,data30-9,car,bytetrack,controlled_partial_hungarian,5,5,5,True
MMOT,official_detector,legacy12,data30-9,pedestrian,bytetrack,controlled_partial_hungarian,4,4,4,True
MMOT,official_detector,legacy12,data30-9,tricycle,bytetrack,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,legacy12,data30-9,van,bytetrack,controlled_partial_hungarian,2,2,2,True
MMOT,official_detector,legacy12,data30-9,awning-bike,bytetrack,path_constrained_greedy,97,34,34,True
MMOT,official_detector,legacy12,data30-9,bike,bytetrack,path_constrained_greedy,5,2,2,True
MMOT,official_detector,legacy12,data30-9,car,bytetrack,path_constrained_greedy,5,5,5,True
MMOT,official_detector,legacy12,data30-9,pedestrian,bytetrack,path_constrained_greedy,4,4,4,True
MMOT,official_detector,legacy12,data30-9,tricycle,bytetrack,path_constrained_greedy,1,1,1,True
MMOT,official_detector,legacy12,data30-9,van,bytetrack,path_constrained_greedy,2,2,2,True
MMOT,official_detector,legacy12,data30-9,awning-bike,deepocsort,controlled_partial_hungarian,6,3,3,True
MMOT,official_detector,legacy12,data30-9,car,deepocsort,controlled_partial_hungarian,2,1,1,True
MMOT,official_detector,legacy12,data30-9,pedestrian,deepocsort,controlled_partial_hungarian,13,6,6,True
MMOT,official_detector,legacy12,data30-9,awning-bike,deepocsort,path_constrained_greedy,6,3,3,True
MMOT,official_detector,legacy12,data30-9,car,deepocsort,path_constrained_greedy,2,1,1,True
MMOT,official_detector,legacy12,data30-9,pedestrian,deepocsort,path_constrained_greedy,13,6,6,True
MMOT,official_detector,legacy12,data30-9,awning-bike,ocsort,controlled_partial_hungarian,80,23,23,True
MMOT,official_detector,legacy12,data30-9,bike,ocsort,controlled_partial_hungarian,14,5,5,True
MMOT,official_detector,legacy12,data30-9,car,ocsort,controlled_partial_hungarian,6,5,5,True
MMOT,official_detector,legacy12,data30-9,pedestrian,ocsort,controlled_partial_hungarian,258,65,65,True
MMOT,official_detector,legacy12,data30-9,awning-bike,ocsort,path_constrained_greedy,80,22,22,True
MMOT,official_detector,legacy12,data30-9,bike,ocsort,path_constrained_greedy,14,5,5,True
MMOT,official_detector,legacy12,data30-9,car,ocsort,path_constrained_greedy,6,4,4,True
MMOT,official_detector,legacy12,data30-9,pedestrian,ocsort,path_constrained_greedy,258,65,65,True
MMOT,official_detector,confirmation38,data31-1,pedestrian,bytetrack,controlled_partial_hungarian,28,16,16,True
MMOT,official_detector,confirmation38,data31-1,pedestrian,bytetrack,path_constrained_greedy,28,16,16,True
MMOT,official_detector,confirmation38,data31-1,pedestrian,ocsort,controlled_partial_hungarian,8,7,7,True
MMOT,official_detector,confirmation38,data31-1,pedestrian,ocsort,path_constrained_greedy,8,7,7,True
MMOT,official_detector,confirmation38,data33-1,pedestrian,bytetrack,controlled_partial_hungarian,189,62,62,True
MMOT,official_detector,confirmation38,data33-1,pedestrian,bytetrack,path_constrained_greedy,189,61,61,True
MMOT,official_detector,confirmation38,data33-1,pedestrian,deepocsort,controlled_partial_hungarian,8,8,8,True
MMOT,official_detector,confirmation38,data33-1,pedestrian,deepocsort,path_constrained_greedy,8,8,8,True
MMOT,official_detector,confirmation38,data33-1,pedestrian,ocsort,controlled_partial_hungarian,14,9,9,True
MMOT,official_detector,confirmation38,data33-1,pedestrian,ocsort,path_constrained_greedy,14,9,9,True
MMOT,official_detector,confirmation38,data34-1,awning-bike,bytetrack,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,confirmation38,data34-1,car,bytetrack,controlled_partial_hungarian,21,10,10,True
MMOT,official_detector,confirmation38,data34-1,pedestrian,bytetrack,controlled_partial_hungarian,5130,492,492,True
MMOT,official_detector,confirmation38,data34-1,awning-bike,bytetrack,path_constrained_greedy,1,1,1,True
MMOT,official_detector,confirmation38,data34-1,car,bytetrack,path_constrained_greedy,21,10,10,True
MMOT,official_detector,confirmation38,data34-1,pedestrian,bytetrack,path_constrained_greedy,5130,460,460,True
MMOT,official_detector,confirmation38,data34-1,pedestrian,deepocsort,controlled_partial_hungarian,352,111,111,True
MMOT,official_detector,confirmation38,data34-1,pedestrian,deepocsort,path_constrained_greedy,352,105,105,True
MMOT,official_detector,confirmation38,data34-1,car,ocsort,controlled_partial_hungarian,20,12,12,True
MMOT,official_detector,confirmation38,data34-1,pedestrian,ocsort,controlled_partial_hungarian,559,120,120,True
MMOT,official_detector,confirmation38,data34-1,car,ocsort,path_constrained_greedy,20,10,10,True
MMOT,official_detector,confirmation38,data34-1,pedestrian,ocsort,path_constrained_greedy,559,112,112,True
MMOT,official_detector,confirmation38,data34-2,awning-bike,bytetrack,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,confirmation38,data34-2,car,bytetrack,controlled_partial_hungarian,1,1,1,True
MMOT,official_detector,confirmation38,data34-2,pedestrian,bytetrack,controlled_partial_hungarian,231,37,37,True
MMOT,official_detector,confirmation38,data34-2,awning-bike,bytetrack,path_constrained_greedy,1,1,1,True
