a_only,a_only_correct,a_only_false,analysis,auditable_fraction,b_only,b_only_correct,b_only_false,conditional_precision,correct,edge_count,false,family,intersection,jaccard,method_a,method_b,note,posthoc_gt_correctness,protocol,tracker,union,unknown
2252,91,286,pairwise_edge_selection,,1710,58,188,,,,,all_sequences,4896,0.5527207044479566,Cost-G,Cost-H,,,oracle_aabb,bytetrack,8858,
13366,,,pairwise_component_co_membership,,5570,,,,,,,all_sequences,10320,0.3527481542247744,Cost-G,Cost-H,,,oracle_aabb,bytetrack,29256,
,,,selection_signature,,,,,,,14,,all_sequences,,,ACE-v1,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,75,,all_sequences,,,ACE-v1,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,712,,all_sequences,,,ACE-v1,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,14,,all_sequences,,,ACE-v1+Cost-G,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,13,,all_sequences,,,ACE-v1+Cost-G,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,170,,all_sequences,,,ACE-v1+Cost-G,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,2,,all_sequences,,,ACE-v1+Cost-G+Cost-H,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,13,,all_sequences,,,ACE-v1+Cost-G+Cost-H,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,87,,all_sequences,,,ACE-v1+Cost-G+Cost-H,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,262,,all_sequences,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,107,,all_sequences,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,2541,,all_sequences,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,18,,all_sequences,,,ACE-v1+Cost-G+Cost-R,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,38,,all_sequences,,,ACE-v1+Cost-G+Cost-R,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,269,,all_sequences,,,ACE-v1+Cost-G+Cost-R,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,5,,all_sequences,,,ACE-v1+Cost-H,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,9,,all_sequences,,,ACE-v1+Cost-H,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,103,,all_sequences,,,ACE-v1+Cost-H,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,2,,all_sequences,,,ACE-v1+Cost-H+Cost-R,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,24,,all_sequences,,,ACE-v1+Cost-H+Cost-R,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,3,,all_sequences,,,ACE-v1+Cost-R,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,48,,all_sequences,,,Cost-G,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,196,,all_sequences,,,Cost-G,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,1216,,all_sequences,,,Cost-G,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,20,,all_sequences,,,Cost-G+Cost-H,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,68,,all_sequences,,,Cost-G+Cost-H,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,505,,all_sequences,,,Cost-G+Cost-H,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,75,,all_sequences,,,Cost-G+Cost-H+Cost-R,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,92,,all_sequences,,,Cost-G+Cost-H+Cost-R,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,1124,,all_sequences,,,Cost-G+Cost-H+Cost-R,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,11,,all_sequences,,,Cost-G+Cost-R,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,39,,all_sequences,,,Cost-G+Cost-R,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,220,,all_sequences,,,Cost-G+Cost-R,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,50,,all_sequences,,,Cost-H,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,176,,all_sequences,,,Cost-H,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,1301,,all_sequences,,,Cost-H,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,1,,all_sequences,,,Cost-H+Cost-R,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,3,,all_sequences,,,Cost-H+Cost-R,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,36,,all_sequences,,,Cost-H+Cost-R,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,2,,all_sequences,,,Cost-R,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,9,,all_sequences,,,Cost-R,N/A,,unknown,oracle_aabb,bytetrack,,
,,,oracle_union_upper_bound_not_deployable,,,,,,,522,,all_sequences,,,any_linker_correct_edge,N/A,Post-hoc GT upper bound only; never scored as a deployable method.,,oracle_aabb,bytetrack,,
,,,method_summary,0.12364882678618508,,,,0.5543710021321961,260,3793,209,confirmation38,,,ACE-v1,N/A,,,oracle_aabb,bytetrack,,3324
,,,method_summary,0.13131313131313133,,,,0.5677655677655677,310,4158,236,confirmation38,,,Cost-R,N/A,,,oracle_aabb,bytetrack,,3612
,,,method_summary,0.1402889245585875,,,,0.4290617848970252,375,6230,499,confirmation38,,,Cost-G,N/A,,,oracle_aabb,bytetrack,,5356
,,,method_summary,0.13231197771587744,,,,0.4618421052631579,351,5744,409,confirmation38,,,Cost-H,N/A,,,oracle_aabb,bytetrack,,4984
1092,30,100,pairwise_edge_selection,,1457,80,127,,,,,confirmation38,2701,0.5144761904761905,ACE-v1,Cost-R,,,oracle_aabb,bytetrack,5250,
2014,,,pairwise_component_co_membership,,3380,,,,,,,confirmation38,4447,0.4518849710395285,ACE-v1,Cost-R,,,oracle_aabb,bytetrack,9841,
859,19,78,pairwise_edge_selection,,3296,134,368,,,,,confirmation38,2934,0.41388066017774017,ACE-v1,Cost-G,,,oracle_aabb,bytetrack,7089,
1321,,,pairwise_component_co_membership,,16622,,,,,,,confirmation38,5140,0.22267469566347528,ACE-v1,Cost-G,,,oracle_aabb,bytetrack,23083,
1189,38,112,pairwise_edge_selection,,3140,129,312,,,,,confirmation38,2604,0.37559498052791,ACE-v1,Cost-H,,,oracle_aabb,bytetrack,6933,
1897,,,pairwise_component_co_membership,,9774,,,,,,,confirmation38,4564,0.2811210348013551,ACE-v1,Cost-H,,,oracle_aabb,bytetrack,16235,
71,3,4,pairwise_edge_selection,,2143,68,267,,,,,confirmation38,4087,0.6486272020314235,Cost-R,Cost-G,,,oracle_aabb,bytetrack,6301,
220,,,pairwise_component_co_membership,,14155,,,,,,,confirmation38,7607,0.3460558638886362,Cost-R,Cost-G,,,oracle_aabb,bytetrack,21982,
548,26,71,pairwise_edge_selection,,2134,67,244,,,,,confirmation38,3610,0.573744437380801,Cost-R,Cost-H,,,oracle_aabb,bytetrack,6292,
1267,,,pairwise_component_co_membership,,7778,,,,,,,confirmation38,6560,0.42037808394745274,Cost-R,Cost-H,,,oracle_aabb,bytetrack,15605,
2061,79,265,pairwise_edge_selection,,1575,55,175,,,,,confirmation38,4169,0.5341447789878283,Cost-G,Cost-H,,,oracle_aabb,bytetrack,7805,
12670,,,pairwise_component_co_membership,,5246,,,,,,,confirmation38,9092,0.3366409952606635,Cost-G,Cost-H,,,oracle_aabb,bytetrack,27008,
,,,selection_signature,,,,,,,12,,confirmation38,,,ACE-v1,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,70,,confirmation38,,,ACE-v1,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,648,,confirmation38,,,ACE-v1,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,11,,confirmation38,,,ACE-v1+Cost-G,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,11,,confirmation38,,,ACE-v1+Cost-G,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,153,,confirmation38,,,ACE-v1+Cost-G,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,2,,confirmation38,,,ACE-v1+Cost-G+Cost-H,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,11,,confirmation38,,,ACE-v1+Cost-G+Cost-H,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,69,,confirmation38,,,ACE-v1+Cost-G+Cost-H,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,213,,confirmation38,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,78,,confirmation38,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,2104,,confirmation38,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,15,,confirmation38,,,ACE-v1+Cost-G+Cost-R,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,31,,confirmation38,,,ACE-v1+Cost-G+Cost-R,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,236,,confirmation38,,,ACE-v1+Cost-G+Cost-R,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,5,,confirmation38,,,ACE-v1+Cost-H,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,8,,confirmation38,,,ACE-v1+Cost-H,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,92,,confirmation38,,,ACE-v1+Cost-H,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,2,,confirmation38,,,ACE-v1+Cost-H+Cost-R,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,20,,confirmation38,,,ACE-v1+Cost-H+Cost-R,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,2,,confirmation38,,,ACE-v1+Cost-R,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,42,,confirmation38,,,Cost-G,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,185,,confirmation38,,,Cost-G,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,1123,,confirmation38,,,Cost-G,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,13,,confirmation38,,,Cost-G+Cost-H,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,60,,confirmation38,,,Cost-G+Cost-H,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,463,,confirmation38,,,Cost-G+Cost-H,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,68,,confirmation38,,,Cost-G+Cost-H+Cost-R,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,85,,confirmation38,,,Cost-G+Cost-H+Cost-R,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,1003,,confirmation38,,,Cost-G+Cost-H+Cost-R,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,11,,confirmation38,,,Cost-G+Cost-R,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,38,,confirmation38,,,Cost-G+Cost-R,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,205,,confirmation38,,,Cost-G+Cost-R,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,47,,confirmation38,,,Cost-H,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,165,,confirmation38,,,Cost-H,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,1199,,confirmation38,,,Cost-H,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,1,,confirmation38,,,Cost-H+Cost-R,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,2,,confirmation38,,,Cost-H+Cost-R,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,34,,confirmation38,,,Cost-H+Cost-R,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,2,,confirmation38,,,Cost-R,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,8,,confirmation38,,,Cost-R,N/A,,unknown,oracle_aabb,bytetrack,,
,,,oracle_union_upper_bound_not_deployable,,,,,,,442,,confirmation38,,,any_linker_correct_edge,N/A,Post-hoc GT upper bound only; never scored as a deployable method.,,oracle_aabb,bytetrack,,
,,,method_summary,0.14970930232558138,,,,0.5533980582524272,57,688,46,legacy12,,,ACE-v1,N/A,,,oracle_aabb,bytetrack,,585
,,,method_summary,0.14484679665738162,,,,0.5673076923076923,59,718,45,legacy12,,,Cost-R,N/A,,,oracle_aabb,bytetrack,,614
,,,method_summary,0.15468409586056645,,,,0.528169014084507,75,918,67,legacy12,,,Cost-G,N/A,,,oracle_aabb,bytetrack,,776
,,,method_summary,0.14501160092807425,,,,0.528,66,862,59,legacy12,,,Cost-H,N/A,,,oracle_aabb,bytetrack,,737
125,5,10,pairwise_edge_selection,,155,7,9,,,,,legacy12,563,0.66785290628707,ACE-v1,Cost-R,,,oracle_aabb,bytetrack,843,
191,,,pairwise_component_co_membership,,302,,,,,,,legacy12,826,0.6262319939347991,ACE-v1,Cost-R,,,oracle_aabb,bytetrack,1319,
88,2,6,pairwise_edge_selection,,318,20,27,,,,,legacy12,600,0.5964214711729622,ACE-v1,Cost-G,,,oracle_aabb,bytetrack,1006,
121,,,pairwise_component_co_membership,,1028,,,,,,,legacy12,896,0.43814180929095353,ACE-v1,Cost-G,,,oracle_aabb,bytetrack,2045,
137,8,14,pairwise_edge_selection,,311,17,27,,,,,legacy12,551,0.5515515515515516,ACE-v1,Cost-H,,,oracle_aabb,bytetrack,999,
207,,,pairwise_component_co_membership,,742,,,,,,,legacy12,810,0.4604889141557703,ACE-v1,Cost-H,,,oracle_aabb,bytetrack,1759,
9,0,1,pairwise_edge_selection,,209,16,23,,,,,legacy12,709,0.7648327939590076,Cost-R,Cost-G,,,oracle_aabb,bytetrack,927,
13,,,pairwise_component_co_membership,,809,,,,,,,legacy12,1115,0.5756324212700051,Cost-R,Cost-G,,,oracle_aabb,bytetrack,1937,
61,3,8,pairwise_edge_selection,,205,10,22,,,,,legacy12,657,0.7118093174431203,Cost-R,Cost-H,,,oracle_aabb,bytetrack,923,
129,,,pairwise_component_co_membership,,553,,,,,,,legacy12,999,0.5942891136228435,Cost-R,Cost-H,,,oracle_aabb,bytetrack,1681,
191,12,21,pairwise_edge_selection,,135,3,13,,,,,legacy12,727,0.6904083570750238,Cost-G,Cost-H,,,oracle_aabb,bytetrack,1053,
696,,,pairwise_component_co_membership,,324,,,,,,,legacy12,1228,0.5462633451957295,Cost-G,Cost-H,,,oracle_aabb,bytetrack,2248,
,,,selection_signature,,,,,,,2,,legacy12,,,ACE-v1,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,5,,legacy12,,,ACE-v1,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,64,,legacy12,,,ACE-v1,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,3,,legacy12,,,ACE-v1+Cost-G,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,2,,legacy12,,,ACE-v1+Cost-G,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,17,,legacy12,,,ACE-v1+Cost-G,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,2,,legacy12,,,ACE-v1+Cost-G+Cost-H,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,18,,legacy12,,,ACE-v1+Cost-G+Cost-H,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,49,,legacy12,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,29,,legacy12,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,437,,legacy12,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,3,,legacy12,,,ACE-v1+Cost-G+Cost-R,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,7,,legacy12,,,ACE-v1+Cost-G+Cost-R,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,33,,legacy12,,,ACE-v1+Cost-G+Cost-R,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,1,,legacy12,,,ACE-v1+Cost-H,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,11,,legacy12,,,ACE-v1+Cost-H,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,4,,legacy12,,,ACE-v1+Cost-H+Cost-R,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,1,,legacy12,,,ACE-v1+Cost-R,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,6,,legacy12,,,Cost-G,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,11,,legacy12,,,Cost-G,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,93,,legacy12,,,Cost-G,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,7,,legacy12,,,Cost-G+Cost-H,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,8,,legacy12,,,Cost-G+Cost-H,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,42,,legacy12,,,Cost-G+Cost-H,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,7,,legacy12,,,Cost-G+Cost-H+Cost-R,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,7,,legacy12,,,Cost-G+Cost-H+Cost-R,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,121,,legacy12,,,Cost-G+Cost-H+Cost-R,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,1,,legacy12,,,Cost-G+Cost-R,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,15,,legacy12,,,Cost-G+Cost-R,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,3,,legacy12,,,Cost-H,N/A,,correct,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,11,,legacy12,,,Cost-H,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,102,,legacy12,,,Cost-H,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,1,,legacy12,,,Cost-H+Cost-R,N/A,,false,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,2,,legacy12,,,Cost-H+Cost-R,N/A,,unknown,oracle_aabb,bytetrack,,
,,,selection_signature,,,,,,,1,,legacy12,,,Cost-R,N/A,,unknown,oracle_aabb,bytetrack,,
,,,oracle_union_upper_bound_not_deployable,,,,,,,80,,legacy12,,,any_linker_correct_edge,N/A,Post-hoc GT upper bound only; never scored as a deployable method.,,oracle_aabb,bytetrack,,
,,,method_summary,1.0,,,,0.6078224101479915,575,946,371,all_sequences,,,ACE-v1,N/A,,,oracle_aabb,deepocsort,,0
,,,method_summary,1.0,,,,0.7103935418768921,704,991,287,all_sequences,,,Cost-R,N/A,,,oracle_aabb,deepocsort,,0
,,,method_summary,1.0,,,,0.6251046025104603,747,1195,448,all_sequences,,,Cost-G,N/A,,,oracle_aabb,deepocsort,,0
,,,method_summary,1.0,,,,0.6466610312764159,765,1183,418,all_sequences,,,Cost-H,N/A,,,oracle_aabb,deepocsort,,0
209,16,193,pairwise_edge_selection,,254,145,109,,,,,all_sequences,737,0.6141666666666666,ACE-v1,Cost-R,,,oracle_aabb,deepocsort,1200,
321,,,pairwise_component_co_membership,,475,,,,,,,all_sequences,1014,0.5602209944751381,ACE-v1,Cost-R,,,oracle_aabb,deepocsort,1810,
168,13,155,pairwise_edge_selection,,417,185,232,,,,,all_sequences,778,0.5707997065297139,ACE-v1,Cost-G,,,oracle_aabb,deepocsort,1363,
241,,,pairwise_component_co_membership,,1116,,,,,,,all_sequences,1094,0.4463484292125663,ACE-v1,Cost-G,,,oracle_aabb,deepocsort,2451,
197,12,185,pairwise_edge_selection,,434,202,232,,,,,all_sequences,749,0.5427536231884058,ACE-v1,Cost-H,,,oracle_aabb,deepocsort,1380,
282,,,pairwise_component_co_membership,,1068,,,,,,,all_sequences,1053,0.43820224719101125,ACE-v1,Cost-H,,,oracle_aabb,deepocsort,2403,
5,3,2,pairwise_edge_selection,,209,46,163,,,,,all_sequences,986,0.8216666666666667,Cost-R,Cost-G,,,oracle_aabb,deepocsort,1200,
10,,,pairwise_component_co_membership,,731,,,,,,,all_sequences,1479,0.6662162162162162,Cost-R,Cost-G,,,oracle_aabb,deepocsort,2220,
55,15,40,pairwise_edge_selection,,247,76,171,,,,,all_sequences,936,0.7560581583198708,Cost-R,Cost-H,,,oracle_aabb,deepocsort,1238,
102,,,pairwise_component_co_membership,,734,,,,,,,all_sequences,1387,0.6239316239316239,Cost-R,Cost-H,,,oracle_aabb,deepocsort,2223,
174,36,138,pairwise_edge_selection,,162,54,108,,,,,all_sequences,1021,0.7523949889462048,Cost-G,Cost-H,,,oracle_aabb,deepocsort,1357,
548,,,pairwise_component_co_membership,,459,,,,,,,all_sequences,1662,0.6227051330086174,Cost-G,Cost-H,,,oracle_aabb,deepocsort,2669,
,,,selection_signature,,,,,,,5,,all_sequences,,,ACE-v1,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,137,,all_sequences,,,ACE-v1,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,1,,all_sequences,,,ACE-v1+Cost-G,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,26,,all_sequences,,,ACE-v1+Cost-G,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,2,,all_sequences,,,ACE-v1+Cost-G+Cost-H,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,13,,all_sequences,,,ACE-v1+Cost-G+Cost-H,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,553,,all_sequences,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,155,,all_sequences,,,ACE-v1+Cost-G+Cost-H+Cost-R,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,6,,all_sequences,,,ACE-v1+Cost-G+Cost-R,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,22,,all_sequences,,,ACE-v1+Cost-G+Cost-R,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,8,,all_sequences,,,ACE-v1+Cost-H,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,17,,all_sequences,,,ACE-v1+Cost-H,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,1,,all_sequences,,,ACE-v1+Cost-H+Cost-R,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,20,,all_sequences,,,Cost-G,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,72,,all_sequences,,,Cost-G,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,23,,all_sequences,,,Cost-G+Cost-H,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,52,,all_sequences,,,Cost-G+Cost-H,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,133,,all_sequences,,,Cost-G+Cost-H+Cost-R,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,90,,all_sequences,,,Cost-G+Cost-H+Cost-R,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,9,,all_sequences,,,Cost-G+Cost-R,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,18,,all_sequences,,,Cost-G+Cost-R,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,43,,all_sequences,,,Cost-H,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,89,,all_sequences,,,Cost-H,N/A,,false,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,3,,all_sequences,,,Cost-H+Cost-R,N/A,,correct,oracle_aabb,deepocsort,,
,,,selection_signature,,,,,,,1,,all_sequences,,,Cost-H+Cost-R,N/A,,false,oracle_aabb,deepocsort,,
,,,oracle_union_upper_bound_not_deployable,,,,,,,806,,all_sequences,,,any_linker_correct_edge,N/A,Post-hoc GT upper bound only; never scored as a deployable method.,,oracle_aabb,deepocsort,,
,,,method_summary,1.0,,,,0.5703517587939698,454,796,342,confirmation38,,,ACE-v1,N/A,,,oracle_aabb,deepocsort,,0
,,,method_summary,1.0,,,,0.6810035842293907,570,837,267,confirmation38,,,Cost-R,N/A,,,oracle_aabb,deepocsort,,0
,,,method_summary,1.0,,,,0.5890944498539435,605,1027,422,confirmation38,,,Cost-G,N/A,,,oracle_aabb,deepocsort,,0
,,,method_summary,1.0,,,,0.6112204724409449,621,1016,395,confirmation38,,,Cost-H,N/A,,,oracle_aabb,deepocsort,,0
190,12,178,pairwise_edge_selection,,231,128,103,,,,,confirmation38,606,0.5900681596884129,ACE-v1,Cost-R,,,oracle_aabb,deepocsort,1027,
294,,,pairwise_component_co_membership,,441,,,,,,,confirmation38,854,0.5374449339207048,ACE-v1,Cost-R,,,oracle_aabb,deepocsort,1589,
151,10,141,pairwise_edge_selection,,382,161,221,,,,,confirmation38,645,0.5475382003395586,ACE-v1,Cost-G,,,oracle_aabb,deepocsort,1178,
222,,,pairwise_component_co_membership,,1056,,,,,,,confirmation38,926,0.42014519056261346,ACE-v1,Cost-G,,,oracle_aabb,deepocsort,2204,
180,11,169,pairwise_edge_selection,,400,178,222,,,,,confirmation38,616,0.5150501672240803,ACE-v1,Cost-H,,,oracle_aabb,deepocsort,1196,
263,,,pairwise_component_co_membership,,1011,,,,,,,confirmation38,885,0.4099119962945808,ACE-v1,Cost-H,,,oracle_aabb,deepocsort,2159,
